Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Address of Record,DC Real Property ID,Owner of Record,PM Parent Property ID,PM Property ID,Parent Property Name,Ward,X-Coordinate (ESRI),Y-Coordinate (ESRI)
Parking Garage,Parking,616 E Street NW,Washington,District of Columbia,DC,20001,,,161624,185179,1980,2013,,,,,,,,0,,0031 D ST NW,04573066;04573067,THE LAFAYETTE @ PENN QUARTER,3859338,3859480,Penn Quarter Project,6,,
Lafayette Condo Building,Multifamily Housing,616 E Street NW,Washington,District of Columbia,DC,20001,,,161624,205155,1980,2013,,,,,,,,0,,0031 D ST NW,04573066;04573067,THE LAFAYETTE @ PENN QUARTER,3859338,3859483,Penn Quarter Project,6,,
Penn Quarter Retail Stores,Other - Mall,616 E Street NW,Washington,District of Columbia,DC,20001,,,161624,38169,1980,2013,,,,,,,,0,,0031 D ST NW,04573066;04573067,THE LAFAYETTE @ PENN QUARTER,3859338,3859484,Penn Quarter Project,6,,
Liberty Place,Office,"325 7th St., NW",Washington,District of Columbia,DC,20004,,,,197018,1990,2013,78,61.5,193.1,61.5,193.1,,,1534.3,21.77922829,,04580022*,,,2804132,,,,
The View at Waterfront,Multifamily Housing,"1100 6th Street, SW",Washington,District of Columbia,DC,20024,,,,176640,1960,2013,,130.5,253,131.6,254.1,,,1944.3,54.21025815,,04990061;04990856*,,,3465126,,,,
425 Mass,Multifamily Housing,425 Massachusetts Ave NW,Washington,District of Columbia,DC,20001,,,192323,605405,2009,2013,,77.1,172.1,77.3,172.3,,,4419.2,32.5375575,401 MASSACHUSETTS AV,0516S0036;0516S0862,EQR-401 MASSACHUSETTS LLC,,3497644,,6,,
455 Mass Ave,Office,455 Massachusetts Ave NW,Washington,District of Columbia,DC,20001,,,357180,247330,2008,2013,83,65.3,205.1,65.3,205.1,,,2162.5,17.20858772,455 MASSACHUSETTS AV,0516S0861,SQUARE 516S OFFICE VENTURE LLC,,2807339,,6,,
Judiciary House,Multifamily Housing,461 H St. NW,Washington,District of Columbia,DC,20001,,,,197648,1966,2013,34,86.2,156.1,87,156.9,,,1405.8,67.98955719,461 H St. NW,5170049,District of Columbia Housing Authority (DCHA),,4097139,,,,
Mass Court - Municipal Benchmarking Account,Multifamily Housing,"300 Massachsetts Avenue, NW",Washington,District of Columbia,DC,20894,,,,368297,2004,2013,,37,97.7,37.2,97.9,,,1486.3,37.76978906,,05290851*,,,3507775,,,,
1100 4th Street at Waterfront Station l,Other,1100 4th Street SW,Washington,District of Columbia,DC,20024,,,,355846,2010,2013,78,91.3,259.2,91.4,259.3,,,3772,27.29776364,,05420870;05420871;05427000;05427001;05427002;05427003*,,,2590110,,,,
"Carrollsburg, A Condominium",Multifamily Housing,1250 4th St. SW,Washington,District of Columbia,DC,20024,,,164702,486912,1974,2013,,72,122.7,71.9,122.3,,,2668.9,34.8713936,0200 M ST SW,05462281;05462282,CARROLLSBURG SQUARE CONDO,,3332272,,6,,
Greenleaf Senior,Multifamily Housing,1200 Delaware Ave. SW,Washington,District of Columbia,DC,20024,,,,196736,1959,2013,2,138.9,233.9,140.4,235.5,,,2121,97.86007645,1200 Delaware Ave. SW,5970829,District of Columbia Housing Authority (DCHA),,4097123,,,,
300 New Jersey,Office,300 New Jersey NW,Washington,District of Columbia,DC,20001,,,,251302,2009,2013,70,81.9,257,81.9,257,,,2604.8,19.91468432,,06310017;06920819*,,,3362197,,,,
51 N Street NE,Office,"51 N Street, NE",Washington,District of Columbia,DC,20002,,,,136270,1974,2013,,25.1,79,25.1,79,,,434,2.876641961,,06720847*,,,3353543,,,,
Sentinel Square I,Office,90 K Street NE,Washington,District of Columbia,DC,20002,,,,435980,2010,2013,86,50.2,157.8,50.2,157.8,,,2932.2,12.48428827,,06740853*,,,2722082,,,,
899,Office,899 North Capitol Street,Washington,District of Columbia,DC,20002,,,,314858,1973,2013,82,51.7,161.8,51.7,161.8,,,2055.3,17.17504399,,06750855*,,,1391419,,,,
One Constitution Square - Including Retail,Office,"1275 First Street, NE",Washington,District of Columbia,DC,20002,,,,345699,2010,2013,95,48.3,146.4,48.3,146.4,,,2050.4,,,07110160;07110815*,,,3635922,,6,,
Potomac Senior / Family,Multifamily Housing,1225 G St. SE,Washington,District of Columbia,DC,20003,,,,349266,1968,2013,11,93.2,143.5,94.4,144.7,,,2344.7,94.9282209,1225 G Street SE,10200085,District of Columbia Housing Authority (DCHA),,4097157,,,,
1000 Potomac St.,Office,1000 Potomac St.,Washington,District of Columbia,DC,20007,,,,131700,1922,2013,60,76.1,239,75.9,238.3,,,1269.2,10.28246014,,11850081*,,,1562783,,,,
Papermill,Office,3299 K Street,Washington,District of Columbia,DC,20007,,,88893,80510,1990,2013,34,72.4,227.4,72.4,227.4,,,738.4,,3251 K ST NW,11870812;11872382,MILL PARTNERS PAPERMILL L P,,2440460,,2,394381.6065,137287.5546
Reiss Science,College/University,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,135868,1964,2013,,125,252.3,125.5,252.9,,,1773.9,8.1770542,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3496501,Georgetown University,2,393958.668,137607.4835
White Gravenor,Other,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,110494,1933,2013,,128.5,214.7,129,215.3,,,1387.8,7.421217442,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3496621,Georgetown University,2,393958.668,137607.4835
Village A,Residence Hall/Dormitory,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,125482,1980,2013,77,66,120.7,66.5,121.4,,,835.2,94.18083869,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3496677,Georgetown University,2,393958.668,137607.4835
Copley,Residence Hall/Dormitory,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,133165,1932,2013,78,68.3,119.5,68.6,119.8,,,903.3,9.852438704,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3496717,Georgetown University,2,393958.668,137607.4835
New South,Office,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,149435,1960,2013,52,94.6,174.1,95.1,174.6,,,1428.8,29.00257637,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3496730,Georgetown University,2,393958.668,137607.4835
Darnall Hall,College/University,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,124062,1964,2013,,189.3,330.3,190.4,331.6,,,2264.9,43.71201496,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3496780,Georgetown University,2,393958.668,137607.4835
Harbin Hall,College/University,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,116891,1965,2013,,155,254.5,155.8,255.4,,,1755.1,35.92235501,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3496816,Georgetown University,2,393958.668,137607.4835
Village C,Residence Hall/Dormitory,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,210032,1986,2013,71,70.6,138,71.2,138.8,,,1531.6,68.41814581,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3497170,Georgetown University,2,393958.668,137607.4835
Southwest Quadrangle,Other,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,527572,2003,2013,44,121.5,223.7,121.5,223.7,,,6366.9,34.25124912,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3497717,Georgetown University,2,393958.668,137607.4835
Intercultural Center,College/University,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,224578,1983,2013,,83.3,192.5,83.6,192.9,,,2063.4,13.67898904,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3500721,Georgetown University,2,393958.668,137607.4835
Lauinger,Library,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,203238,1970,2013,,182.3,327,182.5,327.3,,,3709.7,16.30108543,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3501273,Georgetown University,2,393958.668,137607.4835
Leavey Center,College/University,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,260566,1988,2013,,200.2,377.8,201.2,379,,,5319.5,57.89703952,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3502509,Georgetown University,2,393958.668,137607.4835
Alumni Square,Residence Hall/Dormitory,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,113389,1983,2013,70,58.7,130.7,58.7,130.7,,,628.9,53.72655196,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3506383,Georgetown University,2,393958.668,137607.4835
Healy,Office,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,115040,1965,2013,21,144.1,257.7,143.5,257,,,1658.2,75.20862309,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3506399,Georgetown University,2,393958.668,137607.4835
Rafik Hariri,College/University,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,199372,2009,2013,,94.5,185.9,94.8,186.2,,,1951.4,10.48291636,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3506424,Georgetown University,2,393958.668,137607.4835
Yates Field House,Other - Recreation,"3800 Reservoir Road, N.W.",Washington,District of Columbia,DC,20007,,,238595,140874,1980,2013,,107.1,254.4,107.3,254.7,,,1683.4,26.8821784,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3511781,Georgetown University,2,393958.668,137607.4835
LXR,Residence Hall/Dormitory,3515 Prospect Street Northwest,Washington,District of Columbia,DC,20007,,,238595,209093,1928,2013,33,103.7,199,104.3,199.7,,,2225.6,54.44945551,3515 PROSPECT ST NW,12220062;13210827,GEORGETOWN UNIVERSITY,3619434,3977161,Georgetown University,2,393958.668,137607.4835
Gateway Georgetown,Multifamily Housing,2500 Q St NW,Washington,District of Columbia,DC,20007,,,230492,244000,1941,2013,,86.3,143.2,87.3,144.2,,,1569.4,40.22090164,2500 Q ST NW,1264E2396,GATEWAY GEORGETOWN CONDO,,3514113,,2,,
Regency House,Multifamily Housing,5201 Connecticut Ave. NW,Washington,District of Columbia,DC,20015,,,,113486,1964,2013,21,100.4,173.3,101.7,174.6,,,902.9,63.54263962,5201 Connecticut Ave. NW,18740061,District of Columbia Housing Authority (DCHA),,4097164,,,,
Van Ness Center,Office,4301 Connecticut Avenue,Washington,District of Columbia,DC,20008,,,,196350,1965,2013,71,94.9,228.3,95.6,229,,,1878.5,26.48077413,,20490805*,,,1429585,,,,
Harvard Towers,Multifamily Housing,1845 Harvard St. NW,Washington,District of Columbia,DC,20009,,,,157320,1964,2013,43,82.8,139.5,83.6,140.4,,,1011.5,55.1957793,1845 Harvard St. NW,25880222,District of Columbia Housing Authority (DCHA),,4066546,,,,
The Woodner Apartments,Multifamily Housing,"3636 16th Street, N.W.",Washington,District of Columbia,DC,20010,,,419406,937684,1952,2013,,60.3,107.5,60.8,107.9,,,4458.1,53.61113126,3640 16TH ST NW,26240831;26240832,ROCK CREEK PLAZA WOODNER,,2947118,,1,396689.9508,140945.7542
Highland Park/Highland Park West,Multifamily Housing,1400 Irving Street NW,Washington,District of Columbia,DC,20010,,,288311,427391,2007,2013,,34,95.3,34.1,95.4,,,1668.3,33.02807032,1400 IRVING ST,26720888;26720889,COLUMBIA HEIGHTS VENTURES PARCEL 26 LLC,,4014514,,1,397096.3544,140055.7753
Garfield Terrace,Multifamily Housing,2301 11Th. St. NW,Washington,District of Columbia,DC,20001,,,,230989,1965,2013,12,99.6,182.9,100.6,184,,,1921.3,57.55728628,2301 11th St. NW,28640332,District of Columbia Housing Authority (DCHA),,4097111,,,,
Park Morton,Multifamily Housing,617 Morton Street NW,Washington,District of Columbia,DC,20010,,,,134100,1960,2013,14,123.5,184.8,124.7,186,,,1165.1,119.0186428,617 Morton Street NW,30400124;30400125;30400126,District of Columbia Housing Authority (DCHA),,4178751,,,,
Kelly Miller,Multifamily Housing,2101 4th Street NW,Washington,District of Columbia,DC,20001,,,,162712,1941,2013,49,87.1,124.4,88.2,125.5,,,960.2,33.92865923,2101 4th Street NW,30700055;30700059;30700087;30700088;30700092;30700093;30700094;30700095,District of Columbia Housing Authority (DCHA),,4178758,,,,
Washington Hospital Center,Hospital (General Medical & Surgical),110 Irving Street NW,Washington,District of Columbia,DC,,,,823803,1367985,1958,2013,,317.4,721.9,317.3,721.7,,,47590.8,76.42086719,0111 MICHIGAN AV,31290801;31290802,NATIONAL CHILDREN'S MEDICAL CENTER,,4005804,,5,398725.3075,139948.4803
Marlon Francisco Morales Building,Office,"5315 1st Street, NE",Washington,District of Columbia,DC,20019,,,,18816,2007,2013,100,6.2,6.8,6.2,6.8,,,6.9,3.257865646,,37000045*,,,2008147,,,,
Rhode Island Row,Multifamily Housing,2300 Washington Place NE,Washington,District of Columbia,DC,20018,,,173828,374630,2012,2013,,26,81.4,26,81.4,,,1231.1,20.69775512,2300 WASHINGTON PL,38480824;38487000,WASHINGTON METROPOLITAN AREA TRANSITY AUTHORITY,,4013991,,5,400402.21,139154.6386
Seton House,Other - Specialty Hospital,925 Buchanan St. N.E.,Washington,District of Columbia,DC,20017,,,169500,169500,1954,2013,,118.5,254,118.5,254,,,1915.7,90.49439528,0925 BUCHANAN ST NE,38940021;38940826,PROVIDENCE HOSPITAL & DEPAUL FOUNDATION INC,,4390450,,5,400429.0497,141856.8141
Providence Hospital,Hospital (General Medical & Surgical),1150 Varnum Street,Washington,District of Columbia,DC,20017,,,169500,717000,1975,2013,28,428.2,497.5,428.1,497.4,,,17633.3,76.52454672,0925 BUCHANAN ST NE,38940021;38940826,PROVIDENCE HOSPITAL & DEPAUL FOUNDATION INC,,4390505,,5,400429.0497,141856.8141
Lincoln Heights,Multifamily Housing,400 50th Street NE,Washington,District of Columbia,DC,20019,,,,460885,1945,2013,49,80.9,132.4,81.9,133.5,,,2826,74.73295942,400 50th Street NE,51850022;51850023,District of Columbia Housing Authority (DCHA),,4178745,,,,
Richardson dwellings,Multifamily Housing,260 54th Street NE,Washington,District of Columbia,DC,20019,,,,195956,1953,2013,4,154.5,226,156.3,227.8,,,2090.6,123.5782523,260 54th Street NE,52360097;52360098;52360099;52360100;52360101;52360102;52360103,District of Columbia Housing Authority (DCHA),,4178746,,,,
Benning Terrace,Multifamily Housing,4450 G Street SE,Washington,District of Columbia,DC,20019,,,,274781,1960,2013,21,112.6,187.1,113.8,188.3,,,2374.7,111.0830079,4450 G Street SE,53560109;53560110;53560111;53560116,District of Columbia Housing Authority (DCHA),,4178741,,,,
Marbury Plaza,Multifamily Housing,2300 Good Hope Rd. SE,Washington,District of Columbia,DC,20020,,,,870359,1966,2013,,69.1,123.1,69.4,123.1,,,4741.2,55.25133882,,56270099*,,,3547767,,,,
Woodland Terrace,Multifamily Housing,2311 Ainger Pl SE,Washington,District of Columbia,DC,20020,,,,277729,1964,2013,10,128.5,195.7,129.9,197.1,,,2547.9,79.76156613,2311 Ainger Pl SE,57430154;57430155,District of Columbia Housing Authority (DCHA),,4178740,,,,
Carroll Apartments,Multifamily Housing,410 M Street SE,Washington,District of Columbia,DC,20003,,,,48064,1964,2013,6,112,195.7,113.5,197.2,,,430.9,36.13931425,410 M Street SE,*,District of Columbia Housing Authority (DCHA),,4097073,,,,
Claridge Towers,Multifamily Housing,1221 M St. NW,Washington,District of Columbia,DC,20009,,,,198000,1967,2013,22,111.5,192,112.3,192.4,,,1745.5,65.15252525,1221 M St. NW,*,District of Columbia Housing Authority (DCHA),,4097096,,,,
Fort Lincoln,Multifamily Housing,2855 Bladensburg Rd.,Washington,District of Columbia,DC,20018,,,,62664,1971,2013,9,124.7,232.3,125.9,233.5,,,660.5,61.91912422,2855 Bladensburg Rd.,*,District of Columbia Housing Authority (DCHA),,4097099,,,,
Horizon House,Multifamily Housing,1150 12Th. St. NW,Washington,District of Columbia,DC,20009,,,,105370,1964,2013,39,91.6,176.6,92.2,177.2,,,840.1,60.8759609,1150 12th. St. NW,*,District of Columbia Housing Authority (DCHA),,4097131,,,,
Knox Hill,Multifamily Housing,2700 Jasper St. SE,Washington,District of Columbia,DC,20020,,,,76420,1987,2013,5,82.5,200.4,82.9,200.8,,,670.6,69.43077728,2700 Jasper St. SE,*,District of Columbia Housing Authority (DCHA),,4097142,,,,
LeDroit,Multifamily Housing,2125 4Th. St. NW,Washington,District of Columbia,DC,20001,,,,83706,1965,2013,6,164.1,244.7,166.4,247.1,,,963.8,65.61297876,2125 4th Street NW,*,District of Columbia Housing Authority (DCHA),,4097151,,,,
Sibley Plaza Senior,Multifamily Housing,1140 North Capitol St. NW,Washington,District of Columbia,DC,20002,,,,196645,1968,2013,2,106.4,178.6,107.5,179.8,,,1619.7,116.4311322,1140 North Capitol St. NW,*,District of Columbia Housing Authority (DCHA),,4097171,,,,
DCHA Headquarters,Office,1133 North Capitol St. NE,Washington,District of Columbia,DC,20002,,,,119015,1960,2013,35,118.1,345.4,117.9,345.2,,,1764.6,9.107255388,1133 North Capitol St. NE,*,District of Columbia Housing Authority (DCHA),,4097207,,,,
Greenleaf Addition,Multifamily Housing,203 N St. SW,Washington,District of Columbia,DC,20024,,,,23876,1960,2013,6,150.3,225.7,152.2,227.8,,,253.3,198.7937678,203 N St. SW,*,District of Columbia Housing Authority (DCHA),,4178731,,,,
Greenleaf Extension,Multifamily Housing,203 N St. SW,Washington,District of Columbia,DC,20024,,,,35992,1965,2013,100,12.3,19.8,12.4,19.8,,,33.1,23.00789064,203 N St. SW,*,District of Columbia Housing Authority (DCHA),,4178732,,,,
Greenleaf Family,Multifamily Housing,203 N St. SW,Washington,District of Columbia,DC,20024,,,,115323,1959,2013,1,146.2,234.1,148,236,,,1254.5,266.4620241,203 N St. SW,*,District of Columbia Housing Authority (DCHA),,4178733,,,,
James Creek,Multifamily Housing,100 N Street SW,Washington,District of Columbia,DC,20024,,,,223284,1942,2013,19,101.9,168.5,103.3,170.2,,,1738.9,63.94905143,100 N Street SW,*,District of Columbia Housing Authority (DCHA),,4178734,,,,
Ontario,Multifamily Housing,2422 Ontario Road NW,Washington,District of Columbia,DC,20024,,,,13722,1926,2013,,12.6,23.1,12.6,23.1,,,14.4,11.77670893,2422 Ontario Road NW,*,District of Columbia Housing Authority (DCHA),,4178735,,,,
Syphax Gardens,Multifamily Housing,1501 Half Street SW,Washington,District of Columbia,DC,20024,,,,151944,1960,2013,29,94.1,161.3,95,162.3,,,1126.3,69.20049492,1501 Half Street SW,*,District of Columbia Housing Authority (DCHA),,4178736,,,,
Barry Farms,Multifamily Housing,1230 Summer Road SE,Washington,District of Columbia,DC,20019,,,,452797,1943,2013,17,108.2,177.1,109.4,178.3,,,3712.1,126.3435933,1230 Summer Road SE,*,District of Columbia Housing Authority (DCHA),,4178737,,,,
Elvans Road,Multifamily Housing,2440 Elvans Road SE,Washington,District of Columbia,DC,20020,,,,27956,1985,2013,97,51.9,89.6,52.4,89.8,,,115,69.25168121,2440 Elvans Road SE,*,District of Columbia Housing Authority (DCHA),,4178738,,,,
Villager,Multifamily Housing,3810 Southern Ave SE,Washington,District of Columbia,DC,20020,,,,13740,1949,2013,1,163.9,249.6,165.5,251.3,,,160.8,108.5080058,3810 Southern Ave SE,*,District of Columbia Housing Authority (DCHA),,4178739,,,,
Fort Dupont,Multifamily Housing,155 Ridge Road SE,Washington,District of Columbia,DC,20019,,,,231517,1940,2013,99,25.9,49.5,26.1,49.6,,,517.6,28.32362202,155 Ridge Road SE,*,District of Columbia Housing Authority (DCHA),,4178742,,,,
Fort Dupont Addition,Multifamily Housing,155 Ridge Road SE,Washington,District of Columbia,DC,20019,,,,18352,1940,2013,,112.2,139.2,113.7,140.8,,,124.5,7.906495205,155 Ridge Road SE,*,District of Columbia Housing Authority (DCHA),,4178743,,,,
Kenilworth Courts,Multifamily Housing,4500 Quarles Street NE,Washington,District of Columbia,DC,20019,,,,470052,1959,2013,83,69.3,123,70,123.7,,,2642.3,65.36447031,4500 Quarles Street NE,*,District of Columbia Housing Authority (DCHA),,4178744,,,,
Stoddert Terrace,Multifamily Housing,155 Ridge Road SE,Washington,District of Columbia,DC,20019,,,,177520,1960,2013,26,117.1,189.2,118.5,190.7,,,1558.6,95.49121226,155 Ridge Road SE,*,District of Columbia Housing Authority (DCHA),,4178747,,,,
Montana Terrace,Multifamily Housing,1625 Montana Avenue NE,Washington,District of Columbia,DC,20018,,,,80000,1968,2013,33,84.4,160.4,85.1,161.2,,,580.6,79.71375,1625 Montana Avenue NE,*,District of Columbia Housing Authority (DCHA),,4178748,,,,
DCHA Warehouse,Non-Refrigerated Warehouse,675 Taylor Street NE,Washington,District of Columbia,DC,20017,,,,47250,1965,2013,18,45.4,73,45.9,73.5,,,160.1,,675 Taylor Street NE,*,District of Columbia Housing Authority (DCHA),,4178749,,,,
Colorado,Multifamily Housing,5336 Colorado Ave NW,Washington,District of Columbia,DC,20011,,,,17755,1923,2013,4,54.5,171.1,54.5,171.1,,,129.5,23.63841172,5336 Colorado Ave NW,*,District of Columbia Housing Authority (DCHA),,4178750,,,,
Columbia Road,Multifamily Housing,1745 Columbia Road NW,Washington,District of Columbia,DC,20009,,,,26010,1912,2013,86,51.4,90.6,51.7,90.9,,,107.8,11.76470588,1745 Columbia Road NW,*,District of Columbia Housing Authority (DCHA),,4178752,,,,
Hopkins Apartment,Multifamily Housing,1430 L Street SE,Washington,District of Columbia,DC,20003,,,,140276,1960,2013,5,132,207.7,133.4,209.3,,,1358.2,75.51113519,1430 L Street SE,*,District of Columbia Housing Authority (DCHA),,4178753,,,,
Kentucky Courts,Multifamily Housing,340 13th Street SE,Washington,District of Columbia,DC,20003,,,,87350,1965,2013,11,91.8,164.4,92.9,165.6,,,655.3,77.70005724,340 13th Street SE,*,District of Columbia Housing Authority (DCHA),,4178754,,,,
Langston Addition,Multifamily Housing,2101 G Street NE,Washington,District of Columbia,DC,20002,,,,38320,1965,2013,4,150.7,229.3,151.7,230.3,,,411.9,115.7593946,2101 G Street NE,*,District of Columbia Housing Authority (DCHA),,4178755,,,,
Langston Terrace,Multifamily Housing,2101 G Street NE,Washington,District of Columbia,DC,20002,,,,183854,1937,2013,25,139.7,216.5,141.4,218.3,,,1859.9,69.34306569,2101 G Street NE,*,District of Columbia Housing Authority (DCHA),,4178756,,,,
