Building Energy and Water Use Metrics,,,,,,,,,,,,,,,,,,,,
City of Boston Environment Department - Building Energy Reporting and Disclosure Ordinance,,,,,,,,,,,,,,,,,,,,
"Energy and water use metrics for large buildings in calendar year 2015, as submitted by buildings for Boston's energy reporting ordinance. For more information, please visit berdo.greenovateboston.org. Field name definitions are on the second tab.",,,,,,,,,,,,,,,,,,,,
"September 28, 2016",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),Tax Parcel,Years Reported
Bird Farm South LLC,Yes,Office,129 South Street,02111,43031,84.5,56,,Office Other - Restaurant/Bar,1895,288.2,6.7,3638099,60%,40%,,21.1,,0304323000,2016
BLACKSTONE,Municipal,K-12 School,380 Shawmut Ave.,02118,194260,102.3,34,,K-12 School,1975,1244.4,6.4,19866984,22%,78%,,,,Not Available,2016
Blake Estates I,Yes,Multifamily Housing,1344 Hyde Park Avenue,02136,132000,82.2,37,,Multifamily Housing,1900,710.9,5.4,10844003,29%,71%,,49.1,,1809255000,"2015, 2016"
Blodgett Pool,Yes,Other - Recreation,55 North Harvard Street,02134,46074,144.9,Not Available,,Office Other Other - Recreation,1977,471.3,10.2,6678318,40%,60%,,0.0,,2200533000,"2014, 2015, 2016"
Blue Elm Apartments: 9 Hutchings St,Yes,Multifamily Housing,9 Hutchings St,02121,14860,94.8,Not Available,,Multifamily Housing,1930,81.6,5.5,1409280,11%,89%,,49.3,,1202282000,"2015, 2016"
Blue Elm Apartments-6 Wayne Street,Yes,Multifamily Housing,6 Wayne Street,02121,61335,59.7,98,,Multifamily Housing,1930,219.2,3.6,3663783,15%,85%,,52.0,,1202410000,"2015, 2016"
Blue Mountain Associates,Yes,Multifamily Housing,530 Warren Street,02121,231895,26.6,100,,Multifamily Housing,1900,493.8,2.1,6178656,61%,39%,,3.4,,1202252000,"2015, 2016"
BMR-Blackfan Circle LLC,Yes,Laboratory,3 Blackfan Circle,02115,761369,459.8,Not Available,,Laboratory Parking Restaurant,2008,24362.3,32.0,350046460,38%,62%,,41.5,,0401853022,"2014, 2015, 2016"
Bornstein & Pearl,Yes,Food Service,196 Quincy St,02121,36000,82.8,Not Available,,Food Service,1930,234.9,6.5,2981038,59%,41%,,31.2,,1300952000,2016
BOS - 245 Summer Street,Yes,Office,245 Summer Street,02210,905414,125.5,97,,Data Center Financial Office Office,1975,10270.4,11.3,113589968,85%,14%,,,,04-3337741,"2014, 2015, 2016"
BOS HOME FOR INCURABLES,Yes,Senior Care Community,2061 Dorchester Ave.,02124-4799,92300,105.9,100,,Senior Care Community,1927,558.4,6.1,9770666,9%,91%,,3007.9,,1704417000,2016
Bosbh-Boston Hilton Back Bay,Yes,Hotel,40 Dalton Street,02115,393752,68.8,66,,Hotel,2007,2286.5,5.8,27093638,64%,10%,26%,47.6,,0401327000,"2015, 2016"
Boston,Yes,Other - Specialty Hospital,1515 Commonwealth Ave,2135,52000,276.4,Not Available,,Other - Specialty Hospital,2000,1317.6,25.3,14371897,35%,65%,,32.9,,2101831000,"2014, 2015, 2016"
Boston,Yes,Financial Office,55 Thomson Pl,02210,81236,137.6,13,,Financial Office,1914,1081.4,13.3,11177303,100%,,,7.2,,0602652003,"2014, 2015, 2016"
Boston Architectural College,Yes,Office,320 Newbury Street,02115,49494,59.9,89,,Office,1965,286.9,5.8,2965941,100%,,,20.8,,0503062000,2016
Boston Baptist College,Yes,Adult Education,950 Metropolitan Ave,02136,40425,84.5,Not Available,,Adult Education,1904,207.4,5.1,3416949,17%,83%,,3.9,,1810945000,2016
Boston Bowl,Yes,Other - Entertainment/Public Assembly,820 William T. Morrissey Blvd,02122,45096,127.3,Not Available,,Other - Entertainment/Public Assembly Parking,1959,445.0,9.9,5742256,56%,44%,,12.2,,Not Available,2016
Boston Center for the Arts,Yes,Performing Arts,539 Tremont St,02116,127619,65.3,Not Available,,Performing Arts,1948,499.3,3.9,8338002,16%,84%,,439.3,,Not Available,"2014, 2016"
Boston Children's Hospital,Yes,Other - Specialty Hospital,300 Longwood Ave,02115,2264503,475.6,Not Available,,Other Other - Specialty Hospital Parking,1914,73790.8,32.6,1077092067,23%,,47%,28.6,,Not Available,"2014, 2015, 2016"
Boston Children's Museum,Yes,Office,300 Congress Street,02110,173474,72.1,Not Available,,Museum Office,1880,1111.9,6.4,12515201,82%,18%,,19.6,,Not Available,"2014, 2016"
Boston Chinese Evangelical Church,Yes,Worship Facility,120 Shawmut Ave,02118,36446,68.5,Not Available,,Parking Worship Facility,1985,153.3,4.2,2498140,19%,81%,,1.8,,0306175000,2016
Boston College   (BERDO),Yes,College/University,140 Commonwealth Ave,02467,3346233,84,Not Available,,College/University,1863,22472.0,6.7,280947909,57%,27%,16%,19.3,,2102473001,"2014, 2015, 2016"
Boston Common Hotel,Yes,Hotel,430 Stuart St.,02116,84180,98.4,12,,Hotel,1925,657.7,7.8,8286290,43%,0%,57%,45.9,,0401084010,"2014, 2015, 2016"
Boston Common Ranger Station,Municipal,Other - Recreation,148 TREMONT ST,02111,862,197,Not Available,,Other - Recreation,2000,9,10.5,169800,,100%,,,,Not Available,2016
Boston Common Visitor Center,Municipal,Other,Tremont St Vstr  /  West,02111,1234,111.2,Not Available,,Other,2000,13.3,10.8,137248,100%,,,,,Not Available,2016
Boston Dedham Commerce Park,Yes,Other,65 Sprague ST,02136,256346,Not Available,Not Available,,Other,1940,Not Available,Not Available,Not Available,,,,9.7,,Not Available,2016
"Boston Flower Exchange, Inc.",Yes,Distribution Center,540 Albany St,02118,77000,89.2,65,,Distribution Center,1970,481.4,6.3,6867435,39%,61%,,11.7,,0801055000,"2014, 2015, 2016"
Boston Maintenance Supply,Yes,Non-Refrigerated Warehouse,3380 Washington ST,02130,35000,23,72,,Non-Refrigerated Warehouse,1980,77.9,2.2,805345,100%,,,0.7,,Not Available,2016
Boston Medical Center,Yes,Hospital (General Medical & Surgical),One Boston Medical Center Place,02118,2185271,242.9,9,,Hospital (General Medical & Surgical) Parking,1986,42969.3,19.7,530698311,49%,2%,49%,38.7,,Not Available,"2014, 2015, 2016"
BOSTON OPERA HOUSE,Yes,Performing Arts,539 WASHINGTON STREET,02111,118781,99.3,Not Available,,Performing Arts,1928,845.5,7.1,11799529,43%,57%,,12.6,,Not Available,"2014, 2015, 2016"
Boston Prep,Yes,K-12 School,1286 Hyde Park Ave,02136,39000,60.5,89,,K-12 School,1960,146.3,3.8,2359992,20%,80%,,13.3,,1809140010,2016
Boston Redevelopment Authority,Yes,Office,c/o Newmark Knight Frank,02111,102710,30.2,100,,Office,1887,171.5,1.7,3105897,5%,95%,,8.1,,0304908000,"2014, 2015, 2016"
BOSTON SOUTH BAY (1898),Yes,Retail Store,7 ALLSTATE RD,02125,147225,73.5,84,,Parking Retail Store,2004,921.1,6.3,10827089,73%,27%,,13.7,,0703501010,"2014, 2015, 2016"
Boston Trinity Academy,Yes,K-12 School,17 Hale Street,02136,53000,51,98,,K-12 School,1956,143.9,2.7,2702565,0%,100%,,11.8,,1811281000,"2014, 2015, 2016"
Boston Water and Sewer Commission,Yes,Office,980 Harrison Avenue,02119,430000,46.4,90,,Office,2001,1637.4,3.8,19964377,66%,34%,,4.9,265111,0901984010 0801982000 0801903010 0801981000,"2014, 2015, 2016"
BostonView Apartments,Yes,Multifamily Housing,130-140 Bowdoin St,02108,209103,6.7,100,,Multifamily Housing Parking,1965,135.0,0.6,1395123,100%,,,13.1,,02811-000,"2015, 2016"
Bowdoin  Place Condominium,Yes,Multifamily Housing,10 Bowdoin Street,02114,112888,23.3,98,,Multifamily Housing,2004,254.8,2.3,2633501,100%,,,18.7,,302726010,"2015, 2016"
Boylston,Yes,Multifamily Housing,1163 Boylston St,02215,174700,119.4,62,,Multifamily Housing,1920,1220.1,7.0,20864734,12%,88%,,63.1,,0504178000,"2015, 2016"
BPD Backup Tower,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",64 Bellevue Hill Rd,02132,10200,8.6,Not Available,,Repair Services,1905,8.5,0.8,87784,100%,,,,,Not Available,2016
BPHC Southampton Street,Municipal,Office,112 Southampton St,02118,44719,132.8,46,,Office,2000,392.7,8.8,5938868,30%,70%,,,,Not Available,2016
BRA / EDIC,Municipal,Other,43 HAWKINS ST,02114,23408,259,Not Available,,Other,2000,386.1,16.5,6061739,24%,76%,,,,Not Available,2016
BRADLEY,Municipal,K-12 School,110 Beachview Rd.,02128,33128,51.3,96,,K-12 School,1958,108.2,3.3,1698870,24%,76%,,,,Not Available,2016
Bradley Properties,Yes,Multifamily Housing,75 Federal Street 4th Floor,02110,67500,16.8,100,,Multifamily Housing,1990,109.9,1.6,1135636,100%,,,44.5,,306986000,"2015, 2016"
Braemore Condominium,Yes,Not Available,464-466 Commonwealth Avenue,02215,Not Available,Not Available,Not Available,,,1982,385.4,Not Available,5279677,46%,54%,,,,0503916000,"2014, 2015, 2016"
Brandywyne Village,Yes,Multifamily Housing,88 Brandywyne Drive,02128,873348,28.7,100,,Multifamily Housing,1900,1375.2,1.6,25091346,4%,96%,,20.3,,0100534000,2016
BrentonCorpLLC,Yes,Mixed Use Property,242-260 East Berkeley Street,02115,52520,21,Not Available,,Bar/Nightclub Manufacturing/Industrial Office Restaurant,1880,106.7,2.0,1103093,100%,,,27.9,,Not Available,"2014, 2015, 2016"
Brewery Lofts,Yes,Multifamily Housing,251 Heath St Pub,02130,86900,60.7,81,,Multifamily Housing,1000,355.0,4.1,5278890,32%,68%,,38.4,,1001480000,"2015, 2016"
"Brickpoint Properties, Inc.",Yes,Office,15 Court Square,02108,81986,51.9,96,,Office,1911,320.8,3.9,4257368,51%,49%,,3.8,,0302866000,"2014, 2015, 2016"
Bright Hockey Center,Yes,Ice/Curling Rink,67 North Harvard Street,02134,131386,115.4,Not Available,,Ice Rink,1978,1130.5,8.6,15164085,36%,22%,42%,5.8,,2200533000,"2014, 2015, 2016"
Brighton Branch,Municipal,Library,40 Academy Rd,02135,17208,115,Not Available,,Library,2000,128,7.4,1979302,27%,73%,,,,Not Available,2016
Brighton Health Group,Yes,Senior Care Community,10 Bellamy St,02135,44640,120.8,Not Available,,Senior Care Community,1975,472.2,10.6,5394391,79%,21%,,95.2,,2203447000,"2015, 2016"
BRIGHTON HS,Municipal,K-12 School,25 Warren St.,02135,216213,40.4,95,,K-12 School,1930,565.4,2.6,8744041,26%,74%,,,,Not Available,2016
Brighton Marine Health Center,Yes,Medical Office,77 Warren Street,02135,204504,96.1,Not Available,,Medical Office,1938,1356.5,6.6,19655997,34%,61%,,11.7,,2101829500,2016
Brighton Place Condominium,Yes,Multifamily Housing,1625-1677 Commonwealth Avenue,02135,270000,69.4,96,,Multifamily Housing,1920,1044.2,3.9,18733805,6%,94%,,36.3,,2101925000,"2015, 2016"
BROMFIELD 44 LLC,Yes,Office,44 BROMFIELD STREET,02110,44766,80.9,88,,Office,1915,216.4,4.8,3621110,15%,85%,,29.9,,304760000,2016
Brooke Charter School Mattapan,Yes,K-12 School,150 American Legion Highway,02124,47866,38.1,77,,K-12 School,1911,176.3,3.7,1822051,100%,,,8.7,,Not Available,2016
Brooke Charter School Roslindale,Yes,K-12 School,190 Cummins Highway,02131,63221,32,93,,K-12 School,1916,150.8,2.4,2024204,48%,50%,,15.2,,1903799000,"2014, 2015, 2016"
Brookline Bancorp,Yes,Financial Office,131 Clarendon Street,02116,70346,Not Available,Not Available,,Financial Office,1899,Not Available,Not Available,Not Available,,,,,,4289436 ,"2015, 2016"
BROOKLINE ICE,Yes,Other - Utility,225 SOUTHHAMPTON ST,02118,2000,5634.3,Not Available,,Other - Utility,1950,1090.2,545.1,11268687,100%,,,4050.9,,Not Available,"2015, 2016"
Brown Kaplan,Yes,Multifamily Housing,754 Blue Hill Avenue,02121,71139,64.7,99,,Multifamily Housing Parking,1980,247.5,3.5,4601834,2%,98%,,78.2,,14042660201404266030140426604014042660501404266060140426607014042660801404266090140426610014042661101404272010140427202014042900201404290010140427701014042770201404287010140427703014042770401404277050,"2015, 2016"
Building A,Yes,Office,17 Electric Avenue,02135,8324,58.4,61,,Office,1950,35.8,4.3,486154,47%,53%,,26.8,,2202671010,2016
Building B,Yes,Distribution Center,17 Electric Avenue,02135,3520,Not Available,Not Available,,Distribution Center,1950,0.0,0.0,Not Available,,,,,,2202671010,2016
Building C,Yes,Non-Refrigerated Warehouse,17 Electric Avenue,02135,2736,Not Available,Not Available,,Non-Refrigerated Warehouse,1950,0.0,0.0,Not Available,,,,,,2202671010,2016
Building D,Yes,Other - Services,17 Electric Avenue,02135,6660,Not Available,Not Available,,Other - Services,1950,0.0,0.0,Not Available,,,,,,2202671010,2016
Building E,Yes,Non-Refrigerated Warehouse,17 Electric Avenue,02135,4788,Not Available,Not Available,,Non-Refrigerated Warehouse,1950,0.0,0.0,Not Available,,,,,,2202671010,2016
Building F,Yes,Office,17 Electric Avenue,02135,4368,97.8,Not Available,,Office,1950,33.2,7.6,427306,56%,44%,,25.7,,2202671010,2016
"Buildings 1, 2, 3 & 4",Yes,College/University,650-665-677 Huntington Ave,02115,534676,267,Not Available,,College/University,1960,11107.3,20.8,142742622,30%,1%,38%,1221.8,,0401880000,2016
Bunker Hill Mall - Reporting,Yes,Strip Mall,5-31 Austin Street,02129,46457,89.7,Not Available,,Parking Strip Mall,1985,391.1,8.4,4165864,93%,7%,,84.6,,0202210000,2016
Burbank Apartments,Yes,Multifamily Housing,18 Haviland Street,02115,130700,41.2,100,,Multifamily Housing,1000,361.7,2.8,5391092,32%,68%,,34.1,,0401401000,"2015, 2016"
Burden Hall,Yes,Performing Arts,39 Harvard Way,02163,28969,49,Not Available,,Performing Arts,1969,106.8,3.7,1418894,29%,,71%,23.9,,2200490000,"2014, 2015, 2016"
BURKE,Municipal,K-12 School,60 Washington St.,02121,202304,37.6,84,,K-12 School,1934,597.3,3,7605361,58%,42%,,0.4,,Not Available,2016
Burroughs Wharf Condominium,Yes,Multifamily Housing,40 & 50 Battery Street,02109,110113,79.5,51,,Multifamily Housing,1993,566.8,5.1,8758436,27%,73%,,25.1,,0303040000,"2015, 2016"
C Building,Yes,Laboratory,240 Longwood,02115,136368,209.6,Not Available,,Laboratory,1905,2145.7,15.7,28584270,46%,0%,16%,24.1,,0401882000,"2014, 2015, 2016"
C-11 Station,Municipal,Police Station,40 Gibson St,02122,15339,171.7,Not Available,,Police Station,2000,191.5,12.5,2633114,45%,55%,,,,Not Available,2016
C-6 Station,Municipal,Police Station,99 WEST BROADWAY,02120,15000,186.8,Not Available,,Police Station,2000,187.5,12.5,2801339,32%,68%,,,,Not Available,2016
"Cahners,Cushing,kerr,Melvin Campus",Yes,College/University,90 The Fenway,02115,99293,114,Not Available,,College/University,1923,685.8,6.9,11318109,17%,83%,,26.2,,Not Available,"2014, 2015, 2016"
Camelot Court,Yes,Multifamily Housing,10 Camelot Court,02135,137291,95.9,63,,Multifamily Housing,1900,799.0,5.8,13167037,17%,83%,,45.8,,2101267000,"2015, 2016"
Camfield Estates,Yes,Multifamily Housing,112 Camden Street,02118,113315,126.1,15,,Multifamily Housing,1998,874.8,7.7,14292517,19%,81%,,82.1,,0901220000,"2015, 2016"
Campbell Resource Center,Municipal,K-12 School,1216 Dorchester Ave.,02125,97349,74,37,,K-12 School,2000,535.5,5.5,7205132,49%,51%,,,,Not Available,2016
Campus Center and Student Residence,Yes,Residence Hall/Dormitory,150 Riverway,02215,58000,105.5,83,,Residence Hall/Dormitory,2008,325.0,5.6,6117873,0%,100%,,3.3,,0402000000,"2015, 2016"
Cap Long Wharf,Yes,Office,66 Long Wharf,02110,70000,16,100,,Office,1900,69.6,1.0,1117462,64%,,,40.7,,Not Available,"2014, 2016"
Cardinal Cushing Library,Yes,Library,398 The Fenway,02115,51782,100.6,Not Available,,Library,1964,368.2,7.1,5208367,40%,60%,,14.2,,0401847000,"2014, 2015, 2016"
Carney Hospital,Yes,Hospital (General Medical & Surgical),2100 Dorchester Avenue,02124,540000,191.8,74,,Hospital (General Medical & Surgical),1953,7265.9,13.5,103588916,39%,61%,,57.2,,1605017010,"2014, 2015, 2016"
Carson Tower,Yes,Multifamily Housing,1410 Columbia Road,02127,116876,90.6,Not Available,,Multifamily Housing,1973,562.2,4.8,10585077,,100%,,,,Not Available,"2015, 2016"
CARTER,Municipal,K-12 School,396 Northampton St.,02118,14435,105.7,2,,K-12 School,1900,147.6,10.2,1525164,100%,,,,,Not Available,2016
Casa Maria Apartments LP,Yes,Multifamily Housing,130 Endicott Street ,02113,95176,72.9,55,,Multifamily Housing,1980,431.6,4.5,6937077,21%,79%,,24.6,,0301498000,"2015, 2016"
Castle Square,Yes,Multifamily Housing,484 Tremont St,02116,531506,79.6,68,,Multifamily Housing,1965,2714.7,5.1,42316338,25%,75%,,65.2,,050047800205005500010500590000,"2015, 2016"
Cathedral of the Holy Cross,Yes,Worship Facility,1400 Washington Street,02118,80974,73.6,43,,Worship Facility,1875,320.9,4.0,5955864,2%,98%,,0.5,,0801111000,"2015, 2016"
Catherine Clark: Catherine Clark,Yes,Multifamily Housing,915 Dorchester Avenue,02125,74185,93.6,33,,Multifamily Housing,1977,463.5,6.2,6945032,31%,69%,,56.5,,1301910000,"2015, 2016"
CBRE - 101 Arch St,Yes,Office,101 Arch Street,02110,473896,73.4,80,,Fast Food Restaurant Food Service Office Parking Restaurant,1988,3301.2,7.0,34767217,96%,4%,,16.9,,0304597000,"2014, 2015, 2016"
CCC,Yes,Other,50 Terminal St,02129,403000,34.8,Not Available,,Other,1920,1116.8,2.8,14030093,61%,39%,,1.5,,Not Available,"2014, 2016"
Center Plaza,Yes,Office,1 Center Plaza,02108,741232,75.7,87,,Bank Branch Office Parking Retail Store,1963,4653.7,6.3,56141422,68%,32%,,9.7,,0302713000 0302715000 0302717000,"2014, 2015, 2016"
Central Boston Elder: 2311 Washington st,Yes,Multifamily Housing,2311 Washington st,02119,49588,71.8,39,,Multifamily Housing,2012,259.1,5.2,3560269,45%,55%,,32.7,,0903130010,"2015, 2016"
Central Kitchen ELC,Municipal,K-12 School,370 Columbia Road,02125,17250,31.8,91,,K-12 School,1970,53,3.1,547831,100%,,,,,Not Available,2016
Central Maintenance Facility,Municipal,Other,400 Frontage Rd,02118,422000,106.1,Not Available,,Other,2000,2791.9,6.6,44754877,21%,79%,,,,Not Available,2016
Central Supply,Municipal,Police Station,1555 Hyde Park Ave,02136,31000,118.9,Not Available,,Police Station,2000,238.6,7.7,3686822,27%,73%,,,,Not Available,2016
Channel Trust,Yes,Office,369 Congress St,02210,57800,83.7,86,,Office Other,1918,308.7,5.3,4836379,25%,75%,,15.4,,0602686000,"2014, 2015, 2016"
CHANNING,Municipal,K-12 School,35 Sunnyside St.,02136,32582,56.1,97,,K-12 School,1926,109.7,3.4,1828155,16%,84%,,,,Not Available,2016
Charles E. Farnsworth Housing Corp,Yes,Other - Lodging/Residential,90 South Street ,02130,43037,30.1,Not Available,,Other - Lodging/Residential,1982,125.5,2.9,1296915,100%,,,37.3,,1103125000,"2015, 2016"
Charlesbank Apartments: 650 Huntington Avenue,Yes,Multifamily Housing,650 Huntington Avenue,02115,210000,119.2,23,,Multifamily Housing,2012,1526.5,7.3,25027874,18%,82%,,45.0,,1000015000,"2015, 2016"
Charlesgate West Associates,Yes,Office,2 Charlesgate West,02115,46916,60.3,89,,Office Parking,1978,212.0,4.5,2828865,50%,50%,,4.0,,0504176001,2016
CharlesNewtown,Yes,Multifamily Housing,89 Medford Street,02129,283936,123.2,12,,Multifamily Housing Parking,1971,2233.9,7.9,34983233,25%,75%,,96.8,,020273400002027400000202745000,"2015, 2016"
Charlestown Branch,Municipal,Library,179 Main St,02129,15831,108.1,Not Available,,Library,2000,125,7.9,1711202,46%,54%,,,,Not Available,2016
CHARLESTOWN HS,Municipal,K-12 School,240 Medford St.,02129,226822,115.1,15,,K-12 School,1978,1635.6,7.2,26114048,22%,78%,,,,Not Available,2016
Charlestown Navy Yard Rowhouses,Yes,Multifamily Housing,110 First Ave,02129,28820,8.9,100,,Multifamily Housing,1989,24.7,0.9,255525,100%,,,60.0,,0203517500,"2015, 2016"
Charlesview Residences,Yes,Multifamily Housing,400 Western Avenue,02135,126367,103.1,53,,Multifamily Housing,2013,919.1,7.3,13033970,40%,60%,,79.9,,2200862010,"2015, 2016"
Chase Hall,Yes,Residence Hall/Dormitory,34 Harvard Way,02163,50796,105.4,65,,Office Residence Hall/Dormitory,1926,388.9,7.7,5353518,21%,,79%,21.9,,2200530000,"2014, 2015, 2016"
Chauncy House L.P.,Yes,Multifamily Housing,115 Chauncy Street ,02111,61764,91,11,,Multifamily Housing Other - Services,1900,392.2,6.3,5622329,38%,62%,,81.0,,0304506000,"2015, 2016"
Chauncy Place Corporation,Yes,Office,72 Essex Street,02111,71800,117.7,42,,Office Personal Services,1899,636.4,8.9,8449880,51%,49%,,67.2,,0304510000,"2014, 2015, 2016"
Cheriton Grove LP,Yes,Multifamily Housing,20 Cheriton Road ,02132,44390,61.7,67,,Multifamily Housing,1986,185.3,4.2,2740124,33%,67%,,35.3,,2011777000,"2015, 2016"
Cheriton Heights LP,Yes,Multifamily Housing,18 Cheriton Road ,02132,80340,40,96,,Multifamily Housing,2012,228.2,2.8,3210401,41%,59%,,23.8,,2011777010,"2015, 2016"
Chestnut Hill Park Condominium Trust,Yes,Multifamily Housing,"5 Braemore Rd, 324 CH. Hill Ave. 1868, 1870, 1872, 1874, 1880 Comm. Ave",02135,97640,14.1,100,,Multifamily Housing,1915,125.3,1.3,1377829,87%,13%,,42.5,,2102333000,"2015, 2016"
Chestnut Village Condominium Trust,Yes,Multifamily Housing,"8-48 & 64-76 Bryon Rd, 15-46 Westgate Rd ",02467,268192,44.5,97,,Multifamily Housing,1967,783.1,2.9,11926717,29%,71%,,54.4,,2007012000 2007011200 ,"2015, 2016"
Child and Family Counseling Center,Yes,Outpatient Rehabilitation/Physical Therapy,780 American Highway,02131,35775,48.1,Not Available,,Outpatient Rehabilitation/Physical Therapy,1940,138.1,3.9,1721152,27%,,,5.7,,1806332050,2016
Chilled Water Plant,Yes,Other - Utility,80 Harvard Way,02163,19627,526.3,Not Available,,Other - Utility,1991,958.6,48.8,10330330,87%,,13%,21.8,,2200530000,"2014, 2015, 2016"
Chiswick Building,Yes,Multifamily Housing,125 Chiswick Rd,02135,94068,65,87,,Multifamily Housing,1963,360.1,3.8,6113360,13%,87%,,23.6,,02538-000,"2015, 2016"
CHITTICK,Municipal,K-12 School,154 Ruskindale Rd.,02126,48697,37.2,100,,K-12 School,1931,113.5,2.3,1809731,22%,78%,,,,Not Available,2016
Christopher Columbus Plaza: 145 Commercial Street,Yes,Multifamily Housing,145 Commercial St,02109,174895,59.8,79,,Multifamily Housing,1976,704.9,4.0,10457469,33%,67%,,25.1,,0303551000,"2015, 2016"
Church of the Covenant,Yes,Worship Facility,67 Newbury Street,02116,35000,73.2,36,,Worship Facility,1865,177.3,5.1,2562585,37%,63%,,25.2,,Not Available,2016
Church Park Apartments,Yes,Multifamily Housing,221 Massachusetts Avenue,02115,650000,49.2,95,,Multifamily Housing,1973,2068.1,3.2,31960741,27%,73%,,21.9,,0401425000,"2014, 2015, 2016"
