Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),Tax Parcel,Years Reported, Total Source Energy (kBTU) ,Source EUI (kBTU/sf)
Building E,Yes,Non-Refrigerated Warehouse,17 Electric Avenue,2135,4788,Not Available,Not Available,,Non-Refrigerated Warehouse,1950,0,0,Not Available,,,,,,2202671010,2016,#VALUE!,#VALUE!
Building F,Yes,Office,17 Electric Avenue,2135,4368,97.8,Not Available,,Office,1950,33.2,7.6,427306,0.56,0.44,,25.7,,2202671010,2016,948790.2424,217.2138833
"Buildings 1, 2, 3 & 4",Yes,College/University,650-665-677 Huntington Ave,2115,534676,267,Not Available,,College/University,1960,11107.3,20.8,142742622,0.3,0.01,0.38,1221.8,,401880000,2016,201052983.1,376.0276936
Bunker Hill Mall - Reporting,Yes,Strip Mall,5-31 Austin Street,2129,46457,89.7,Not Available,,Parking Strip Mall,1985,391.1,8.4,4165864,0.93,0.07,,84.6,,202210000,2016,12471347.06,268.4492554
Burbank Apartments,Yes,Multifamily Housing,18 Haviland Street,2115,130700,41.2,100,,Multifamily Housing,1000,361.7,2.8,5391092,0.32,0.68,,34.1,,401401000,2015 2016,9266208.93,70.89677834
Burden Hall,Yes,Performing Arts,39 Harvard Way,2163,28969,49,Not Available,,Performing Arts,1969,106.8,3.7,1418894,0.29,,0.71,23.9,,2200490000,2014 2015 2016,2500942.564,86.33168437
BURKE,Municipal,K-12 School,60 Washington St.,2121,202304,37.6,84,,K-12 School,1934,597.3,3,7605361,0.58,0.42,,0.4,,Not Available,2016,17204846.75,85.04452087
Burroughs Wharf Condominium,Yes,Multifamily Housing,40 & 50 Battery Street,2109,110113,79.5,51,,Multifamily Housing,1993,566.8,5.1,8758436,0.27,0.73,,25.1,,303040000,2015 2016,14138743.23,128.4021254
C Building,Yes,Laboratory,240 Longwood,2115,136368,209.6,Not Available,,Laboratory,1905,2145.7,15.7,28584270,0.46,0,0.16,24.1,,401882000,2014 2015 2016,46775299.43,343.0078862
C-11 Station,Municipal,Police Station,40 Gibson St,2122,15339,171.7,Not Available,,Police Station,2000,191.5,12.5,2633114,0.45,0.55,,,,Not Available,2016,5241213.019,341.6919629
C-6 Station,Municipal,Police Station,99 WEST BROADWAY,2120,15000,186.8,Not Available,,Police Station,2000,187.5,12.5,2801339,0.32,0.68,,,,Not Available,2016,4814941.301,320.9960868
"Cahners,Cushing,kerr,Melvin Campus",Yes,College/University,90 The Fenway,2115,99293,114,Not Available,,College/University,1923,685.8,6.9,11318109,0.17,0.83,,26.2,,Not Available,2014 2015 2016,15905338.58,160.1859001
Camelot Court,Yes,Multifamily Housing,10 Camelot Court,2135,137291,95.9,63,,Multifamily Housing,1900,799,5.8,13167037,0.17,0.83,,45.8,,2101267000,2015 2016,18503637.1,134.7767668
Camfield Estates,Yes,Multifamily Housing,112 Camden Street,2118,113315,126.1,15,,Multifamily Housing,1998,874.8,7.7,14292517,0.19,0.81,,82.1,,901220000,2015 2016,20682701.21,182.5239483
Campbell Resource Center,Municipal,K-12 School,1216 Dorchester Ave.,2125,97349,74,37,,K-12 School,2000,535.5,5.5,7205132,0.49,0.51,,,,Not Available,2016,14944163.45,153.5112169
Campus Center and Student Residence,Yes,Residence Hall/Dormitory,150 Riverway,2215,58000,105.5,83,,Residence Hall/Dormitory,2008,325,5.6,6117873,0,1,,3.3,,402000000,2015 2016,6423766.65,110.7545974
Cap Long Wharf,Yes,Office,66 Long Wharf,2110,70000,16,100,,Office,1900,69.6,1,1117462,0.64,,,40.7,,Not Available,2014 2016,2245651.635,32.08073765
Cardinal Cushing Library,Yes,Library,398 The Fenway,2115,51782,100.6,Not Available,,Library,1964,368.2,7.1,5208367,0.4,0.6,,14.2,,401847000,2014 2015 2016,9822980.162,189.6987401
Carney Hospital,Yes,Hospital (General Medical & Surgical),2100 Dorchester Avenue,2124,540000,191.8,74,,Hospital (General Medical & Surgical),1953,7265.9,13.5,103588916,0.39,0.61,,57.2,,1605017010,2014 2015 2016,193203686.9,357.7846053
Carson Tower,Yes,Multifamily Housing,1410 Columbia Road,2127,116876,90.6,Not Available,,Multifamily Housing,1973,562.2,4.8,10585077,,1,,,,Not Available,2015 2016,11114330.85,95.09506528
CARTER,Municipal,K-12 School,396 Northampton St.,2118,14435,105.7,2,,K-12 School,1900,147.6,10.2,1525164,1,,,,,Not Available,2016,4789014.96,331.7641122
Casa Maria Apartments LP,Yes,Multifamily Housing,130 Endicott Street ,2113,95176,72.9,55,,Multifamily Housing,1980,431.6,4.5,6937077,0.21,0.79,,24.6,,301498000,2015 2016,10328613.95,108.5212022
Castle Square,Yes,Multifamily Housing,484 Tremont St,2116,531506,79.6,68,,Multifamily Housing,1965,2714.7,5.1,42316338,0.25,0.75,,65.2,,5.00478E+28,2015 2016,66542441.51,125.1960307
Cathedral of the Holy Cross,Yes,Worship Facility,1400 Washington Street,2118,80974,73.6,43,,Worship Facility,1875,320.9,4,5955864,0.02,0.98,,0.5,,801111000,2015 2016,6502612.315,80.30494128
Catherine Clark: Catherine Clark,Yes,Multifamily Housing,915 Dorchester Avenue,2125,74185,93.6,33,,Multifamily Housing,1977,463.5,6.2,6945032,0.31,0.69,,56.5,,1301910000,2015 2016,11791969.83,158.9535598
CBRE - 101 Arch St,Yes,Office,101 Arch Street,2110,473896,73.4,80,,Fast Food Restaurant Food Service Office Parking Restaurant,1988,3301.2,7,34767217,0.96,0.04,,16.9,,304597000,2014 2015 2016,106262522,224.2317345
CCC,Yes,Other,50 Terminal St,2129,403000,34.8,Not Available,,Other,1920,1116.8,2.8,14030093,0.61,0.39,,1.5,,Not Available,2014 2016,32618563.22,80.93936282
Center Plaza,Yes,Office,1 Center Plaza,2108,741232,75.7,87,,Bank Branch Office Parking Retail Store,1963,4653.7,6.3,56141422,0.68,0.32,,9.7,,0302713000 0302715000 0302717000,2014 2015 2016,138736682,187.1703894
Central Boston Elder: 2311 Washington st,Yes,Multifamily Housing,2311 Washington st,2119,49588,71.8,39,,Multifamily Housing,2012,259.1,5.2,3560269,0.45,0.55,,32.7,,903130010,2015 2016,7086715.445,142.911903
Central Kitchen ELC,Municipal,K-12 School,370 Columbia Road,2125,17250,31.8,91,,K-12 School,1970,53,3.1,547831,1,,,,,Not Available,2016,1720188.712,99.72108475
Central Maintenance Facility,Municipal,Other,400 Frontage Rd,2118,422000,106.1,Not Available,,Other,2000,2791.9,6.6,44754877,0.21,0.79,,,,Not Available,2016,66635536.22,157.9041143
Central Supply,Municipal,Police Station,1555 Hyde Park Ave,2136,31000,118.9,Not Available,,Police Station,2000,238.6,7.7,3686822,0.27,0.73,,,,Not Available,2016,5951637.239,191.988298
Channel Trust,Yes,Office,369 Congress St,2210,57800,83.7,86,,Office Other,1918,308.7,5.3,4836379,0.25,0.75,,15.4,,602686000,2014 2015 2016,7605205.978,131.5779581
CHANNING,Municipal,K-12 School,35 Sunnyside St.,2136,32582,56.1,97,,K-12 School,1926,109.7,3.4,1828155,0.16,0.84,,,,Not Available,2016,2530897.92,77.67779512
Charles E. Farnsworth Housing Corp,Yes,Other - Lodging/Residential,90 South Street ,2130,43037,30.1,Not Available,,Other - Lodging/Residential,1982,125.5,2.9,1296915,1,,,37.3,,1103125000,2015 2016,4072313.1,94.62353556
Charlesbank Apartments: 650 Huntington Avenue,Yes,Multifamily Housing,650 Huntington Avenue,2115,210000,119.2,23,,Multifamily Housing,2012,1526.5,7.3,25027874,0.18,0.82,,45,,1000015000,2015 2016,35694753.61,169.9750172
Charlesgate West Associates,Yes,Office,2 Charlesgate West,2115,46916,60.3,89,,Office Parking,1978,212,4.5,2828865,0.5,0.5,,4,,504176001,2016,5926472.175,126.3209177
CharlesNewtown,Yes,Multifamily Housing,89 Medford Street,2129,283936,123.2,12,,Multifamily Housing Parking,1971,2233.9,7.9,34983233,0.25,0.75,,96.8,,2.02734E+28,2015 2016,55011133.89,193.7448365
Charlestown Branch,Municipal,Library,179 Main St,2129,15831,108.1,Not Available,,Library,2000,125,7.9,1711202,0.46,0.54,,,,Not Available,2016,3441911.904,217.41595
CHARLESTOWN HS,Municipal,K-12 School,240 Medford St.,2129,226822,115.1,15,,K-12 School,1978,1635.6,7.2,26114048,0.22,0.78,,,,Not Available,2016,39426989.67,173.8234813
Charlestown Navy Yard Rowhouses,Yes,Multifamily Housing,110 First Ave,2129,28820,8.9,100,,Multifamily Housing,1989,24.7,0.9,255525,1,,,60,,203517500,2015 2016,802348.5,27.83998959
Charlesview Residences,Yes,Multifamily Housing,400 Western Avenue,2135,126367,103.1,53,,Multifamily Housing,2013,919.1,7.3,13033970,0.4,0.6,,79.9,,2200862010,2015 2016,24582067.61,194.5291699
Chase Hall,Yes,Residence Hall/Dormitory,34 Harvard Way,2163,50796,105.4,65,,Office Residence Hall/Dormitory,1926,388.9,7.7,5353518,0.21,,0.79,21.9,,2200530000,2014 2015 2016,8605244.833,169.4079225
Chauncy House L.P.,Yes,Multifamily Housing,115 Chauncy Street ,2111,61764,91,11,,Multifamily Housing Other - Services,1900,392.2,6.3,5622329,0.38,0.62,,81,,304506000,2015 2016,10368699.14,167.8760952
Chauncy Place Corporation,Yes,Office,72 Essex Street,2111,71800,117.7,42,,Office Personal Services,1899,636.4,8.9,8449880,0.51,0.49,,67.2,,304510000,2014 2015 2016,17879101.09,249.01255
Cheriton Grove LP,Yes,Multifamily Housing,20 Cheriton Road ,2132,44390,61.7,67,,Multifamily Housing,1986,185.3,4.2,2740124,0.33,0.67,,35.3,,2011777000,2015 2016,4766993.723,107.3889102
Cheriton Heights LP,Yes,Multifamily Housing,18 Cheriton Road ,2132,80340,40,96,,Multifamily Housing,2012,228.2,2.8,3210401,0.41,0.59,,23.8,,2011777010,2015 2016,6121913.667,76.20007054
Chestnut Hill Park Condominium Trust,Yes,Multifamily Housing,"5 Braemore Rd, 324 CH. Hill Ave. 1868, 1870, 1872, 1874, 1880 Comm. Ave",2135,97640,14.1,100,,Multifamily Housing,1915,125.3,1.3,1377829,0.87,0.13,,42.5,,2102333000,2015 2016,3952026.921,40.47549079
Chestnut Village Condominium Trust,Yes,Multifamily Housing,"8-48 & 64-76 Bryon Rd, 15-46 Westgate Rd ",2467,268192,44.5,97,,Multifamily Housing,1967,783.1,2.9,11926717,0.29,0.71,,54.4,,2007012000 2007011200 ,2015 2016,19751836.02,73.64811785
Child and Family Counseling Center,Yes,Outpatient Rehabilitation/Physical Therapy,780 American Highway,2131,35775,48.1,Not Available,,Outpatient Rehabilitation/Physical Therapy,1940,138.1,3.9,1721152,0.27,,,5.7,,1806332050,2016,1459192.666,40.78805494
Chilled Water Plant,Yes,Other - Utility,80 Harvard Way,2163,19627,526.3,Not Available,,Other - Utility,1991,958.6,48.8,10330330,0.87,,0.13,21.8,,2200530000,2014 2015 2016,29831926.97,1519.943291
Chiswick Building,Yes,Multifamily Housing,125 Chiswick Rd,2135,94068,65,87,,Multifamily Housing,1963,360.1,3.8,6113360,0.13,0.87,,23.6,,02538-000,2015 2016,8080027.912,85.8956065
CHITTICK,Municipal,K-12 School,154 Ruskindale Rd.,2126,48697,37.2,100,,K-12 School,1931,113.5,2.3,1809731,0.22,0.78,,,,Not Available,2016,2732331.562,56.10882728
Christopher Columbus Plaza: 145 Commercial Street,Yes,Multifamily Housing,145 Commercial St,2109,174895,59.8,79,,Multifamily Housing,1976,704.9,4,10457469,0.33,0.67,,25.1,,303551000,2015 2016,18192858.3,104.0216032
Church of the Covenant,Yes,Worship Facility,67 Newbury Street,2116,35000,73.2,36,,Worship Facility,1865,177.3,5.1,2562585,0.37,0.63,,25.2,,Not Available,2016,4672361.231,133.4960352
Church Park Apartments,Yes,Multifamily Housing,221 Massachusetts Avenue,2115,650000,49.2,95,,Multifamily Housing,1973,2068.1,3.2,31960741,0.27,0.73,,21.9,,401425000,2014 2015 2016,51594224.52,79.37573003
City Hall,Municipal,Office,One City Hall Square,2201,511000,114,33,,Office,1968,5175.2,10.1,58247181,0.74,,0.26,,,Not Available,2016,153516271,300.423231
City Year,Yes,Office,287 Columbus Ave,2116,64540,77.6,78,,Office,1930,411.8,6.4,5007294,0.67,0.33,,10.5,,400549000,2014 2015 2016,12269372.49,190.1049347
CityView at Longwood,Yes,Multifamily Housing,75 Saint Alphonsus St.,2120,309959,74.7,80,,Multifamily Housing Parking,1970,1462,4.7,23159350,0.23,0.77,,49.6,,1000016000,2015 2016,35450017.05,114.3700201
CLAP,Municipal,K-12 School,35 Harvest St.,2125,29448,47.2,99,,K-12 School,1896,85.3,2.9,1390106,0.19,0.81,,,,Not Available,2016,2011622.827,68.31101694
Clarendon,Yes,Multifamily Housing,135 Clarendon Street / 400 Stuart Street,2116,444893,59.9,Not Available,,Food Sales Multifamily Housing Parking Retail Store,2009,2041.2,4.6,26655063,0.54,0.46,,11.7,,401129218,2015 2016,58070720.25,130.5273858
Clarendon and Berkeley Buildings,Yes,Financial Office,200 Berkeley St &&,2116,1624928,43.7,94,,Financial Office,1922,6868.5,4.2,71006893,1,,0.00,8585.7,,401115000,2014 2015 2016,222961644,137.2132452
Clarendon Hill Condominium,Yes,Multifamily Housing,1 - 102 and 213 Victoria Heights Rd.,2136,337712,14.8,100,,Multifamily Housing Parking,1986,484.4,1.4,5006766,1,,,1080.1,,Not Available,2015 2016,15721245.24,46.55222568
Claridge House,Yes,Not Available,1933 Commonwealth Avenue,2135,Not Available,Not Available,Not Available,,,1988,273.3,Not Available,4220180,0.27,0.73,,,,2102476000,2014 2015 2016,6812636.574,#VALUE!
Class of 1959 Chapel,Yes,Worship Facility,66 North Harvard Street,2163,6932,112.7,1,,Worship Facility,1992,59.3,8.6,781078,0.31,,0.69,21.8,,2200530000,2014 2015 2016,1407033.909,202.976617
CLEVELAND NEW,Municipal,K-12 School,9 Charles St.,2122,91562,78.6,66,,K-12 School,1972,451.6,4.9,7196332,0.22,0.78,,,,Not Available,2016,10865022.05,118.6630049
CLEVELAND OLD,Municipal,K-12 School,11 Charles St.,2122,80472,97.7,53,,K-12 School,1925,474.7,5.9,7864414,0.17,0.83,,,,Not Available,2016,11051860.29,137.3379597
Cliffmont Estates Condominium,Yes,Multifamily Housing,57A - 145B Grew Ave.,2131,223184,8.6,100,,Multifamily Housing Parking,1987,179.9,0.8,1922963,0.93,0.07,,17,,Not Available,2016,5756774.333,25.79384872
Clougherty Pool,Municipal,Fitness Center/Health Club/Gym,345 Bunker Hill St,2129,9936,17.4,Not Available,,Fitness Center/Gym,2000,16.7,1.7,172784,1,,,,,Not Available,2016,542540.818,54.60354448
CO/GLC 6112006/8 HARRISON AVE/BOSTON/MA,Yes,Office,8 HARRISON AVE,2111,161486,126.7,9,,Office,1905,1898.9,11.8,20457208,0.87,,0.13,41.2,,304482000,2015 2016,59076325.26,365.8293924
CO/GLC 6123006/6 BOWDOIN SQ/BOSTON/MA,Yes,Office,6 BOWDOIN SQ,2114,223538,164.7,4,,Office,1931,3182,14.2,36818525,0.76,0.24,,16.1,,302628000,2015 2016,97141996.36,434.5659188
CO/GLC 6130007/41 BELVIDERE ST/BOSTON/MA,Yes,Office,41 BELVIDERE ST,2115,119288,210,1,,Office,1905,2332.7,19.6,25047283,0.92,0.08,,39.6,,401314000,2015 2016,74460562.9,624.2083269
CO/GLC 6140006/26 WAVERLY ST/ROXBURY/MA,Yes,Office,26 WAVERLY ST,2119,107953,98.8,21,,Office,2009,955,8.8,10667295,0.83,0.17,,2,,1200357000,2015 2016,29705216.39,275.1680489
CO/GLC 6150006/175 ADAMS ST/DORCESTER/MA,Yes,Office,175 ADAMS ST,2124,104335,131.9,9,,Office,2009,1185.6,11.4,13759922,0.76,0.24,,10.5,,1501583000,2015 2016,36304178.2,347.9578109
Codman Square Branch,Municipal,Library,690 Washington St,2124,20000,81.5,Not Available,,Library,2000,123.2,6.2,1629880,0.52,0.48,,,,Not Available,2016,3482728.225,174.1364113
Codman Square Health Center,Municipal,Urgent Care/Clinic/Other Outpatient,2 Norfolk St,2119,18000,13,Not Available,,Urgent Care/Clinic/Outpatient,2000,22.7,1.3,234442,1,,,,,Not Available,2016,736147.566,40.897087
Colborne Court Condominium Trust,Yes,Multifamily Housing,41-67 Colborne Rd,2135,84410,30.1,99,,Multifamily Housing,1965,191.4,2.3,2541575,0.51,0.49,,70.5,,2101986000,2015 2016,5377718.543,63.70949582
Colonial Theater,Yes,Performing Arts,98-106 Boylston Streeet,2116,172349,Not Available,Not Available,,Performing Arts,1900,Not Available,0,Not Available,,,,,,500045000,2014 2015 2016,#VALUE!,#VALUE!
Columbia Road Apartments,Yes,Multifamily Housing,414 Columbia Road,2125,139105,68.6,78,,Multifamily Housing,1920,570.4,4.1,9544301,0.15,0.85,,47.6,,1502435000,2015 2016,13013654.14,93.55274175
Columbia West: 392 Columbia Rd,Yes,Multifamily Housing,392 Columbia Rd,2125,41632,71.4,67,,Multifamily Housing,2005,202.2,4.9,2973898,0.34,0.66,,42.8,,1502411010,2015 2016,5235844.819,125.7649121
Columbia Wood,Yes,Multifamily Housing,200 Columbia Road,2121,58848,66.9,90,,Multifamily Housing,2006,243.5,4.1,3939086,0.2,0.8,,46.4,,1.40009E+79,2015 2016,5782578.248,98.26295283
Columbus Place,Yes,College/University,716 Columbus Avenue,2115,124192,93.1,Not Available,,College/University,1910,869,7,11565295,0.5,0.5,,7.4,,Not Available,2014 2015 2016,24229293.03,195.0954411
Comaven Housing: Comaven Housing,Yes,Multifamily Housing,1399 Commonwealth Avenue,2134,64946,80,68,,Multifamily Housing,1974,385.8,5.9,5193569,0.22,0.24,,85.1,,2101105000,2015 2016,4896496.853,75.3933553
Combined Jewish Philanthropies,Yes,Office,126 High Street,2110,76315,76.9,83,,Office,1899,437.6,5.7,5868478,0.49,0.51,,8,,304133000,2014 2015 2016,12171810.22,159.4943356
Comcast Building,Yes,Non-Refrigerated Warehouse,426 East First Street,2127,80000,68,Not Available,,Non-Refrigerated Warehouse Office Parking,1930,402.8,5,5436143,0.48,0.52,,2.1,,602818000,2014 2015 2016,11161488.81,139.5186101
Comfort Inn Boston,Yes,Hotel,944 Morrissey Blvd,2122,47094,69.5,54,,Hotel,1985,281.2,6,3273016,0.75,0.25,,93.6,,1602553000,2014 2015 2016,8567119.38,181.9153051
Comm/Griggs,Yes,Multifamily Housing,"1298-1302 Commonwealth Ave, 8 Griggs St.",2134,151298,Not Available,Not Available,,Multifamily Housing Parking,1935,Not Available,0,Not Available,,,,3.2,,Not Available,2015 2016,#VALUE!,#VALUE!
Commerce Apartments,Yes,Multifamily Housing,3115 Washington Street,2130,26000,59.2,Not Available,,Multifamily Housing,1940,88.4,3.4,1538940,0.1,0.9,,42.8,,1101302000,2015 2016,1937524.956,74.52019063
Commercial Wharf East Condominium,Yes,Multifamily Housing,49 Commercial Wharf,2110,121932,4.1,Not Available,,Multifamily Housing Office,1830,38.5,0.3,496727,0.56,0.44,,23.4,,303028406,2015 2016,1102932.631,9.045473139
Commonwealth Apartments,Yes,Multifamily Housing,1293 Commonwealth Avenue,1234,136861,20.2,100,,Multifamily Housing,1905,370.3,2.7,2761909,0.73,0.27,,41.3,,2101031000,2015 2016,7113849.011,51.97864265
Commonwealth Condominium,Yes,Multifamily Housing,362-366 Commonwealth Ave,2115,62000,76.5,67,,Multifamily Housing,1889,292.1,4.7,4741189,0.19,0.81,,34.6,,503015000,2015 2016,6860974.602,110.6608807
Commonwealth Properties,Yes,Multifamily Housing,66-70 Chiswick,2135,36800,130.9,22,,Multifamily Housing,1920,275.2,7.5,4818156,0.09,0.91,,42.3,,2102304000,2015 2016,5965358.944,162.1021452
"Community Development, Inc. (aka 95 Berkeley)",Yes,Office,21 Chandler St,2116,102279,74.8,89,,Office Parking,1899,587.4,5.7,7645915,0.54,0.46,,7.6,,500706000,2014 2015 2016,16657390.42,162.862273
Concord Houses- 715 Tremont,Yes,Multifamily Housing,715 Tremont Street,2118,75000,92.5,49,,Multifamily Housing,1976,432.8,5.8,6935507,0.21,0.79,,36.5,,402660000,2015 2016,10326276.37,137.683685
Concord Houses- 725 Tremont,Yes,Multifamily Housing,725 Tremont Street,2118,80000,107.3,34,,Multifamily Housing,1976,535.6,6.7,8587882,0.21,0.79,,51.2,,402600000,2015 2016,12786497.51,159.8312189
CONDON,Municipal,K-12 School,220 D St.,2127,140426,120.8,30,,K-12 School,1975,1030.2,7.3,16965133,0.17,0.83,,,,Not Available,2016,23841101.69,169.7769764
CONGREGATION ADATH ISRAEL,Yes,Worship Facility,477 Longwood Avenue,2215,110959,24.6,Not Available,,Worship Facility,1972,264.2,2.4,2731361,1,,,5.4,,Not Available,2016,8576473.54,77.29407745
Congregational House,Yes,Office,14 Beacon Street,2108,71900,66.4,91,,Library Office,1897,332,4.6,4775113,0.38,0.62,,6,,304692050,2014 2015 2016,8806263.395,122.479324
CONLEY,Municipal,K-12 School,450 Poplar St.,2131,25281,67.3,91,,K-12 School,1932,103.7,4.1,1702041,0.18,0.82,,,,Not Available,2016,2427451.445,96.0188064
Connell House,Yes,Office,20 Harvard Way,2163,6067,40.1,98,,Office,1940,18.3,3,243274,0.29,,0.71,21.7,,2200530000,2014 2015 2016,428794.7524,70.67657036
Connolly Branch,Municipal,Library,433 Centre St,2130,9240,102.7,Not Available,,Library,2000,59.8,6.5,948630,0.23,0.77,,,,Not Available,2016,1452068.4,157.1502598
Constellation Wharf Condominium,Yes,Multifamily Housing,Pier 7 Ninth Street,2129,163453,70.4,1,,Multifamily Housing Parking,1986,1113.1,6.8,11505782,1,,,19.1,,203516001,2015 2016,36128155.48,221.0308497
Copley Branch (Johnson / McKim),Municipal,Library,700 Bolyston Street,2116,500000,121.6,Not Available,,Library,2000,4873.7,9.7,60787240,0.45,,0.55,,,Not Available,2016,126011947.7,252.0238954
Copley Place,Yes,Office,100 Huntington Avenue,2116,1232000,106.6,Not Available,,Enclosed Mall Office Parking,1983,12546.7,10.2,131286878,0.97,0.03,,23.8,,400600020,2014 2015 2016,404009109.7,327.9294721
Copley Square Hotel,Yes,Hotel,47 Huntington Ave,2116,95414,98.5,47,,Hotel,1891,709.9,7.4,9398904,0.51,0.49,,64,,Not Available,2015 2016,19887140.97,208.43001
Cotting House,Yes,Office,50 Harvard Way,2163,16747,41.8,98,,Office,1968,54,3.2,699702,0.35,,0.65,21.8,,2200530000,2014 2015 2016,1314740.058,78.50600454
Council of Elders Housing Corp,Yes,Other - Lodging/Residential,2875 Washington Street ,2119,137012,127.3,Not Available,,Other - Lodging/Residential,1985,1213.7,8.9,17435507,0.38,0.62,,30.9,,1100915000,2015 2016,32154562.01,234.6842759
