Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),PARCEL_ID,Years Reported,Total Source Energy (kBTU),Source EUI (kBTU/sf),2030 Target by Type,Distance to 2030 Target %,Distance to 2030 Target val,Specific Property Type,,,
Audubon Park Condo Trust,Yes,Residential,24 Farnsworth Street,02210,126660,18.6,100,,Multifamily Housing,1000,173.7,1.4,2356633,0.47,0.53,,9.4,,2100167000,2015 2016,4789385.246,37.81292631,101.6,0,-63.787074,Multifamily Housing,,,
Avenir,Yes,Residential,101 Canal St.,02114,335514,52.6,78,,Multifamily Housing Parking Retail Store,2009,1331.3,4,17637227,0.51,0.49,,30.7,,0301570001,2015 2016,37318608.61,111.2281711,25.4,0.771641,85.828171,Multifamily Housing,,,
B-02 Station,Municipal,Public Order and Saftey,2400 Washington St,02119,34500,120.2,Not Available,,Police Station,2000,309.2,9,4146747,0.49,0.51,,,,Not Available,2016,8600768.575,249.2976399,116.8,0.531484,132.49764,Police Station,,,
B-03 Station,Municipal,Public Order and Saftey,1163 Blue Hill Ave,02124,15000,193.3,Not Available,,Police Station,2000,201.3,13.4,2899343,0.37,0.63,,,,Not Available,2016,5286371.91,352.424794,116.8,0.668582,235.624794,Police Station,,,
Babcock Tower,Yes,Residential,270 Babcock Street,02215,155384,88.1,8,,Multifamily Housing Parking,1972,1147,7.4,13693130,0.7,0.3,,44.8,,2100470000,2015 2016,34410835.69,221.4567503,101.6,0.54122,119.85675,Multifamily Housing,,,
Back Bay Maitenence,Municipal,Other,440 Park Dr,02215,10822,58.2,Not Available,,Other,2000,40.7,3.8,629699,0.27,0.73,,,,Not Available,2016,1016523.58,93.93121234,101.6,0,-7.668788,Other,,,
Back of the Hill Apartments L.P.,Yes,Residential,100 South Huntington Avenue ,02130,119531,60.4,79,,Multifamily Housing,1978,473.2,4,7223556,0.28,0.72,,37.8,,1001490000,2015 2016,11811958.77,98.81920817,101.6,0,-2.780792,Multifamily Housing,,,
Baker Chocolate Factory,Yes,Residential,1220 Adams Street,02124,105620,65.5,77,,Multifamily Housing,1980,452.7,4.3,6913899,0.28,0.72,,20.8,,1703661000,2015 2016,11305607.64,107.0404057,101.6,0.050826,5.440406,Multifamily Housing,,,
Baker Library,Yes,Public Assembly,25 Harvard Way,02163,157820,82.1,Not Available,,Library,1927,986.3,6.2,12964392,0.32,,0.68,25.5,,2200530000,2014 2015 2016,23605564.95,149.5727091,196.8,0,-47.227291,Library,,,
Baker Square,Yes,Residential,1241 Adams Street,02124,229178,64.1,54,,Multifamily Housing,1000,1020,4.5,14698580,0.37,0.63,,29.8,,1704031010,2015 2016,26799920.91,116.9393263,101.6,0.131173,15.339326,Multifamily Housing,,,
BALDWIN,Municipal,Education,121 Corey Road,02135,27777,48.6,98,,K-12 School,1926,82.5,3,1349062,0.18,0.82,,,,Not Available,2016,1924031.654,69.26707902,101.6,0,-32.332921,K-12 School,,,
Bancroft,Yes,Residential,119-127 Sutherland,02135,30600,80.3,86,,Multifamily Housing,1920,146.8,4.8,2457026,0.15,0.85,,360.1,,2102155000,2015 2016,3350154.951,109.4821879,101.6,0.071995,7.882188,Multifamily Housing,,,
Barnes School Apartments LLc,Yes,Residential,127 Marion Street,02128,141016,44.7,88,,Parking Residence Hall/Dormitory,1900,451,3.2,6309563,0.42,0.58,,11.3,,0105980000,2015 2016,12163575.55,86.25670528,101.6,0,-15.343295,Residence Hall/Dormitory,,,
BARRON,Municipal,Education,515 Hyde Park Ave.,02131,14700,65.7,69,,K-12 School,1969,73.8,5,965694,0.53,0.47,,,,Not Available,2016,2083678.807,141.7468576,101.6,0.283229,40.146858,K-12 School,,,
Bartol Hall,Yes,Education,84 Pilgrim Road,02115,25400,159.8,Not Available,,College/University,1953,268.8,10.6,4059728,0.3,0.7,,93,,0402012000,2015 2016,6808163.856,268.0379471,195.2,0.271745,72.837947,College/University,,,
Basilica Leasehold Condominium Trust: Basilica Condominium,Yes,Residential,106 13th Street,02129,80000,93.9,15,,Multifamily Housing,1986,506.3,6.3,7508658,0.33,0.67,,35.1,,0203510175,2015 2016,13062812.32,163.285154,101.6,0.377776,61.685154,Multifamily Housing,,,
BATES,Municipal,Education,426 Beech St.,02131,27936,79.3,85,,K-12 School,1929,131.6,4.7,2214682,0.14,0.86,,,,Not Available,2016,2973432.456,106.4373015,101.6,0.045447,4.837301,K-12 School,,,
Batten Hall,Yes,Education,125 Western Avenue,02163,77029,75.7,Not Available,,College/University,1963,424.4,5.5,5828694,0.45,0.55,,23.7,104901,2200500000,2014 2015 2016,6.11E+11,189.25,195.2,0.999975,7.94E+06,College/University,,,
Battery Wharf Master Condo Assoc,Yes,Residential,Battery Wharf Master Condominium Association,02109,298723,52.7,100,,Multifamily Housing,2007,972.7,3.3,15738306,0.2,0.8,,34.4,,0303041300,2014 2015 2016,23103833.21,77.34199646,25.4,0.671589,51.941996,Multifamily Housing,,,
Bay Cove Human Services,Yes,Office,157-159 Friend Street,02114,54893,53.3,94,,Office Urgent Care/Clinic/Outpatient,1899,231.7,4.2,2925495,0.6,0.4,,1520.8,,0301612000,2014 2015 2016,6740340.48,122.7905285,101.6,0.172575,21.190528,Office,,,
Bay State Realty,Yes,Office,88 Broad Street,02110,63680,Not Available,Not Available,,Financial Office,1924,Not Available,Not Available,Not Available,,,,,,03983-000,2014 2015 2016,#VALUE!,#VALUE!,,0,21.190528,Financial Office,,,
Bayside Merchandise Mart,Yes,Office,150 Mt. Vernon Street,02125,159732,83.3,33,,College/University Office Parking,1984,1287,8.1,13303216,1,,,,,1303448200,2014 2015 2016,41772098.24,261.5136494,101.6,0.611493,159.913649,Office,,,
BCA Cyclo Mills CP Casting & CMC,Yes,Other,537 Tremont Street,02116,83750,37.8,Not Available,,Other,1884,217,2.6,3166640,0.35,0.65,,666.7,,0500818000,2014 2016,5641369.16,67.35963176,,0,159.913649,Other,,,
BCA Studio Beehive & Banyan,Yes,Public Assembly,551 Tremont St,02116,43869,117.9,Not Available,,Performing Arts,1884,282.3,6.4,5171362,0.03,0.97,,5.2,,0500819000,2016,5754174.497,131.1672137,,0,159.913649,Performing Arts,,,
BE Realty,Yes,Office,133 Federal St,02110,127689,141.7,34,,Office Restaurant,1960,1438,11.3,18096425,0.43,,0.57,12.8,,Not Available,2014 2015 2016,36811747.74,288.2922392,101.6,0.64758,186.692239,Office,,,
Beach Street Garage,Yes,Warehouse and Storage,14-40 Beach Street,02111,4338,179.3,Not Available,,Parking Retail Store,1925,75.3,17.3,777916,1,,,120.5,,Not Available,2016,2442654.984,563.0832144,101.6,0.819565,461.483214,Parking,,,
Beacon Hill House,Yes,Residential,122 Bowdoin Street,02108,39800,138.2,Not Available,,Multifamily Housing Retail Store,1890,327.4,8.2,5500069,0.15,0.85,,6195.9,,0302813000,2016,7499343.536,188.425717,101.6,0.460795,86.825717,Multifamily Housing,,,
Beacon House Rogerson LP,Yes,Residential,19 Myrtle Street ,02114,77770,29.9,Not Available,,Other - Lodging/Residential,1986,224.7,2.9,2322857,1,,,50.1,,0300168000,2015 2016,7293770.98,93.7864341,130.4,0,-36.613566,Other - Lodging/Residential,,,
Beacon Towers Condominium,Yes,Residential,479-483 Beacon St,02115,70000,78.7,60,,Multifamily Housing,1890,355.9,5.1,5506030,0.26,0.74,,35.6,,503644000,2015 2016,8773308.202,125.3329743,101.6,0.189359,23.732974,Multifamily Housing,,,
Bec Site Office,Municipal,Other,2201 Washington St,02119,14116,9.1,Not Available,,Other,2000,12.4,0.9,127759,1,,,,,Not Available,2016,401162.946,28.41902423,101.6,0,-73.180976,Other,,,
Beck Southend Trust,Yes,Other,49-59 Wareham St.,02118,57072,54.6,Not Available,,Other,1900,184.6,3.2,3118632,0.14,0.86,,5.7,,0801136000,2014 2015 2016,4187075.323,73.3647905,101.6,0,-28.23521,Other,,,
BEETHOVEN,Municipal,Education,5125 Washington St.,02132,37452,72.4,87,,K-12 School,1925,163.3,4.4,2710015,0.16,0.84,,,,Not Available,2016,3751745.043,100.1747582,101.6,0,-1.425242,K-12 School,,,
Belgrade Place LLC,Yes,Residential,446 Belgrade Ave,02132,43716,58.5,62,,Multifamily Housing Parking,2012,202.9,4.6,2556418,0.6,0.4,,28.2,,Not Available,2015 2016,5889987.072,134.7329827,25.4,0.811479,109.332983,Multifamily Housing,,,
Belvedere Condo Trust The,Yes,Residential,100 Belvedere Street,02199,165000,22.7,99,,Multifamily Housing,1900,350.6,2.1,3750047,0.93,0.07,,,,0401037600,2016,11226515.7,68.03948911,,0,109.332983,Multifamily Housing,,,
Benjamin Healthcare Center,Yes,Office,120 Fisher Avenue,02120,180,Not Available,Not Available,,K-12 School Parking Senior Care Community,1927,Not Available,Not Available,Not Available,,,,,,1001342000,2014 2015 2016,#VALUE!,#VALUE!,,0,109.332983,Mixed Use Property,,,
Beren Tennis Pavilion,Yes,Public Assembly,71 North Harvard Street,02134,6117,221.4,Not Available,,Other - Recreation,1899,131,21.4,1354117,1,,,21.3,,2200533000,2014 2015 2016,4251927.38,695.1001112,80,0.884909,615.100111,Other - Recreation,,,
BIDMC East && West Campus,Yes,Health,330 Brookline Ave.,02215,2497517,323.6,20,,Hospital (General Medical & Surgical) Laboratory Parking,1975,56617.9,22.7,808281516,0.28,0,0.45,26.4,,0401862000 0401861000 0401944000 0401954000 0401964001 0401942000,2014 2015 2016,1147113128,459.3014292,101.6,0.778795,357.701429,Hospital (General Medical & Surgical),,,
BIDMC Research North,Yes,Office,95 Brookline Ave,02215,114681,370.8,Not Available,,Laboratory,1994,3107.8,27.1,42520834,0.46,0.54,,48,,2100067000,2014 2015 2016,85526405.51,745.7765934,101.6,0.863766,644.176593,Laboratory,,,
Biomedical Research and Public Health Building,Yes,Office,136 Harrison Avenue,02111,290327,311.4,Not Available,,College/University Laboratory,1940,7142.2,24.6,90403557,0.42,0,0.58,39.6,,305251000 305254000 305253000   305252000,2014 2015 2016,182145086.6,627.3790817,,0,644.176593,Laboratory,,,
Bird Farm South LLC,Yes,Office,129 South Street,02111,43031,84.5,56,,Office Other - Restaurant/Bar,1895,288.2,6.7,3638099,0.6,0.4,,21.1,,0304323000,2016,8382180.096,194.793988,101.6,0.478423,93.193988,Office,,,
BLACKSTONE,Municipal,Education,380 Shawmut Ave.,02118,194260,102.3,34,,K-12 School,1975,1244.4,6.4,19866984,0.22,0.78,,,,Not Available,2016,29995172.29,154.4073525,101.6,0.342,52.807352,K-12 School,,,
Blake Estates I,Yes,Residential,1344 Hyde Park Avenue,02136,132000,82.2,37,,Multifamily Housing,1900,710.9,5.4,10844003,0.29,0.71,,49.1,,1809255000,2015 2016,17958753.37,136.0511619,101.6,0.253222,34.451162,Multifamily Housing,,,
Blodgett Pool,Yes,Public Assembly,55 North Harvard Street,02134,46074,144.9,Not Available,,Office Other Other - Recreation,1977,471.3,10.2,6678318,0.4,0.6,,0,,2200533000,2014 2015 2016,12595307.75,273.3712668,80,0.707358,193.371267,Other - Recreation,,,
Blue Elm Apartments: 9 Hutchings St,Yes,Residential,9 Hutchings St,02121,14860,94.8,Not Available,,Multifamily Housing,1930,81.6,5.5,1409280,0.11,0.89,,49.3,,1202282000,2015 2016,1803737.216,121.3820468,101.6,0.162973,19.782047,Multifamily Housing,,,
Blue Elm Apartments-6 Wayne Street,Yes,Residential,6 Wayne Street,02121,61335,59.7,98,,Multifamily Housing,1930,219.2,3.6,3663783,0.15,0.85,,52,,1202410000,2015 2016,4995568.393,81.44727143,101.6,0,-20.152729,Multifamily Housing,,,
Blue Mountain Associates,Yes,Residential,530 Warren Street,02121,231895,26.6,100,,Multifamily Housing,1900,493.8,2.1,6178656,0.61,0.39,,3.4,,1202252000,2015 2016,14364757.33,61.94509297,101.6,0,-39.654907,Multifamily Housing,,,
BMR-Blackfan Circle LLC,Yes,Office,3 Blackfan Circle,02115,761369,459.8,Not Available,,Laboratory Parking Restaurant,2008,24362.3,32,350046460,0.38,0.62,,41.5,,0401853022,2014 2015 2016,645555681.5,847.8880563,25.4,0.970043,822.488056,Laboratory,,,
Bornstein & Pearl,Yes,Service,196 Quincy St,02121,36000,82.8,Not Available,,Food Service,1930,234.9,6.5,2981038,0.59,0.41,,31.2,,1300952000,2016,6806007.858,189.0557738,460,0,-270.944226,Food Service,,,
BOS - 245 Summer Street,Yes,Office,245 Summer Street,02210,905414,125.5,97,,Data Center Financial Office Office,1975,10270.4,11.3,113589968,0.85,0.14,,,,04-3337741,2014 2015 2016,319869349.9,353.2851821,101.6,0.712414,251.685182,Office,,,
BOS HOME FOR INCURABLES,Yes,Public Assembly,2061 Dorchester Ave.,02124-4799,92300,105.9,100,,Senior Care Community,1927,558.4,6.1,9770666,0.09,0.91,,3007.9,,1704417000,2016,12097061.57,131.0624223,101.6,0.224797,29.462422,Senior Care Community,,,
Bosbh-Boston Hilton Back Bay,Yes,Residential,40 Dalton Street,02115,393752,68.8,66,,Hotel,2007,2286.5,5.8,27093638,0.64,0.1,0.26,47.6,,0401327000,2015 2016,65745421.97,166.9716521,25.4,0.847878,141.571652,Hotel,,,
Boston,Yes,Health,1515 Commonwealth Ave,2135,52000,276.4,Not Available,,Other - Specialty Hospital,2000,1317.6,25.3,14371897,0.35,0.65,,32.9,,2101831000,2014 2015 2016,25603534.68,492.375667,101.6,0.793653,390.775667,Other - Specialty Hospital,,,
Boston,Yes,Office,55 Thomson Pl,02210,81236,137.6,13,,Financial Office,1914,1081.4,13.3,11177303,1,,,7.2,,0602652003,2014 2015 2016,35096730.16,432.0341987,101.6,0.764833,330.434199,Financial Office,,,
Boston Architectural College,Yes,Office,320 Newbury Street,02115,49494,59.9,89,,Office,1965,286.9,5.8,2965941,1,,,20.8,,0503062000,2016,9313054.74,188.1653279,101.6,0.460049,86.565328,Office,,,
Boston Baptist College,Yes,Education,950 Metropolitan Ave,02136,40425,84.5,Not Available,,Adult Education,1904,207.4,5.1,3416949,0.17,0.83,,3.9,,1810945000,2016,4801838.43,118.783882,101.6,0.144665,17.183882,Adult Education,,,
Boston Bowl,Yes,Public Assembly,820 William T. Morrissey Blvd,02122,45096,127.3,Not Available,,Other - Entertainment/Public Assembly Parking,1959,445,9.9,5742256,0.56,0.44,,12.2,,Not Available,2016,12750105.22,282.7325089,71.2,0.748172,211.532509,Other - Entertainment/Public Assembly,,,
Boston Center for the Arts,Yes,Public Assembly,539 Tremont St,02116,127619,65.3,Not Available,,Performing Arts,1948,499.3,3.9,8338002,0.16,0.84,,439.3,,Not Available,2014 2016,11543129.97,90.44993276,101.6,0,-11.150067,Performing Arts,,,
Boston Children's Hospital,Yes,Health,300 Longwood Ave,02115,2264503,475.6,Not Available,,Other Other - Specialty Hospital Parking,1914,73790.8,32.6,1077092067,0.23,,0.47,28.6,,Not Available,2014 2015 2016,1385355817,611.7703605,101.6,0.833925,510.170361,Other - Specialty Hospital,,,
Boston Children's Museum,Yes,Office,300 Congress Street,02110,173474,72.1,Not Available,,Museum Office,1880,1111.9,6.4,12515201,0.82,0.18,,19.6,,Not Available,2014 2016,34589512.52,199.3930648,101.6,0.490454,97.793065,Office,,,
Boston Chinese Evangelical Church,Yes,Public Assembly,120 Shawmut Ave,02118,36446,68.5,Not Available,,Parking Worship Facility,1985,153.3,4.2,2498140,0.19,0.81,,1.8,,0306175000,2016,3615058.394,99.18944175,101.6,0,-2.410558,Worship Facility,,,
Boston College   (BERDO),Yes,Education,140 Commonwealth Ave,02467,3346233,84,Not Available,,College/University,1863,22472,6.7,280947909,0.57,0.27,0.16,19.3,,2102473001,2014 2015 2016,636431297.8,190.1933601,195.2,0,-5.00664,College/University,,,
Boston Common Hotel,Yes,Residential,430 Stuart St.,02116,84180,98.4,12,,Hotel,1925,657.7,7.8,8286290,0.43,0,0.57,45.9,,0401084010,2014 2015 2016,16855971.12,200.237243,101.6,0.492602,98.637243,Hotel,,,
Boston Common Ranger Station,Municipal,Public Assembly,148 TREMONT ST,02111,862,197,Not Available,,Other - Recreation,2000,9,10.5,169800,,1,,,,Not Available,2016,178290,206.8329466,80,0.613214,126.832947,Other - Recreation,,,
Boston Common Visitor Center,Municipal,Other,Tremont St Vstr  /  West,02111,1234,111.2,Not Available,,Other,2000,13.3,10.8,137248,1,,,,,Not Available,2016,430957.778,349.2364489,101.6,0.70908,247.636449,Other,,,
Boston Dedham Commerce Park,Yes,Other,65 Sprague ST,02136,256346,Not Available,Not Available,,Other,1940,Not Available,Not Available,Not Available,,,,9.7,,Not Available,2016,#VALUE!,#VALUE!,,0,247.636449,Other,,,
Boston Flower Exchange Inc.,Yes,Warehouse and Storage,540 Albany St,02118,77000,89.2,65,,Distribution Center,1970,481.4,6.3,6867435,0.39,0.61,,11.7,,0801055000,2014 2015 2016,12808453.02,166.3435457,,0,247.636449,Distribution Center,,,
Boston Maintenance Supply,Yes,Warehouse and Storage,3380 Washington ST,02130,35000,23,72,,Non-Refrigerated Warehouse,1980,77.9,2.2,805345,1,,,0.7,,Not Available,2016,2528783.3,72.25095143,101.6,0,-29.349049,Non-Refrigerated Warehouse,,,
Boston Medical Center,Yes,Health,One Boston Medical Center Place,02118,2185271,242.9,9,,Hospital (General Medical & Surgical) Parking,1986,42969.3,19.7,530698311,0.49,0.02,0.49,38.7,,Not Available,2014 2015 2016,1139727693,521.5498182,101.6,0.805196,419.949818,Hospital (General Medical & Surgical),,,
BOSTON OPERA HOUSE,Yes,Public Assembly,539 WASHINGTON STREET,02111,118781,99.3,Not Available,,Performing Arts,1928,845.5,7.1,11799529,0.43,0.57,,12.6,,Not Available,2014 2015 2016,22993742.16,193.5809781,101.6,0.475155,91.980978,Performing Arts,,,
Boston Prep,Yes,Education,1286 Hyde Park Ave,02136,39000,60.5,89,,K-12 School,1960,146.3,3.8,2359992,0.2,0.8,,13.3,,1809140010,2016,3464468.256,88.83251938,101.6,0,-12.767481,K-12 School,,,
Boston Redevelopment Authority,Yes,Office,c/o Newmark Knight Frank,02111,102710,30.2,100,,Office,1887,171.5,1.7,3105897,0.05,0.95,,8.1,,0304908000,2014 2015 2016,3585758.087,34.91147976,101.6,0,-66.68852,Office,,,
BOSTON SOUTH BAY (1898),Yes,Mercentile,7 ALLSTATE RD,02125,147225,73.5,84,,Parking Retail Store,2004,921.1,6.3,10827089,0.73,0.27,,13.7,,0703501010,2014 2015 2016,27887333.14,189.4198209,27.8,0.853236,161.619821,Retail Store,,,
Boston Trinity Academy,Yes,Education,17 Hale Street,02136,53000,51,98,,K-12 School,1956,143.9,2.7,2702565,0,1,,11.8,,1811281000,2014 2015 2016,2837693.25,53.54138208,101.6,0,-48.058618,K-12 School,,,
Boston Water and Sewer Commission,Yes,Office,980 Harrison Avenue,02119,430000,46.4,90,,Office,2001,1637.4,3.8,19964377,0.66,0.34,,4.9,265111,0901984010 0801982000 0801903010 0801981000,2014 2015 2016,5.29E+12,116,101.6,0.999992,1.23E+07,Office,,,
BostonView Apartments,Yes,Residential,130-140 Bowdoin St,02108,209103,6.7,100,,Multifamily Housing Parking,1965,135,0.6,1395123,1,,,13.1,,02811-000,2015 2016,4380686.22,20.94989656,101.6,0,-80.650103,Multifamily Housing,,,
Bowdoin  Place Condominium,Yes,Residential,10 Bowdoin Street,02114,112888,23.3,98,,Multifamily Housing,2004,254.8,2.3,2633501,1,,,18.7,,302726010,2015 2016,8269193.14,73.25130342,25.4,0.653248,47.851303,Multifamily Housing,,,
Boylston,Yes,Residential,1163 Boylston St,02215,174700,119.4,62,,Multifamily Housing,1920,1220.1,7,20864734,0.12,0.88,,63.1,,0504178000,2015 2016,27140845.99,155.3568746,101.6,0.346022,53.756875,Multifamily Housing,,,
BPD Backup Tower,Municipal,Mercentile,64 Bellevue Hill Rd,02132,10200,8.6,Not Available,,Repair Services,1905,8.5,0.8,87784,1,,,,,Not Available,2016,275641.446,27.02367118,,0,53.756875,Repair Services (Vehicle Shoe Locksmith etc.),,,
BPHC Southampton Street,Municipal,Office,112 Southampton St,02118,44719,132.8,46,,Office,2000,392.7,8.8,5938868,0.3,0.7,,,,Not Available,2016,9959481.636,222.7125302,101.6,0.543807,121.11253,Office,,,
BRA / EDIC,Municipal,Other,43 HAWKINS ST,02114,23408,259,Not Available,,Other,2000,386.1,16.5,6061739,0.24,0.76,,,,Not Available,2016,9405394.853,401.8025826,101.6,0.74714,300.202583,Other,,,
BRADLEY,Municipal,Education,110 Beachview Rd.,02128,33128,51.3,96,,K-12 School,1958,108.2,3.3,1698870,0.24,0.76,,,,Not Available,2016,2635965.916,79.56912329,101.6,0,-22.030877,K-12 School,,,
Bradley Properties,Yes,Residential,75 Federal Street 4th Floor,02110,67500,16.8,100,,Multifamily Housing,1990,109.9,1.6,1135636,1,,,44.5,,306986000,2015 2016,3565897.04,52.8281043,101.6,0,-48.771896,Multifamily Housing,,,
Braemore Condominium,Yes,Unknown,464-466 Commonwealth Avenue,02215,Not Available,Not Available,Not Available,,,1982,385.4,Not Available,5279677,0.46,0.54,,,,0503916000,2014 2015 2016,10619542.32,#VALUE!,,0,-48.771896,Not Available,,,
Brandywyne Village,Yes,Residential,88 Brandywyne Drive,02128,873348,28.7,100,,Multifamily Housing,1900,1375.2,1.6,25091346,0.04,0.96,,20.3,,0100534000,2016,28443549.83,32.56840323,101.6,0,-69.031597,Multifamily Housing,,,
BrentonCorpLLC,Yes,Office,242-260 East Berkeley Street,02115,52520,21,Not Available,,Bar/Nightclub Manufacturing/Industrial Office Restaurant,1880,106.7,2,1103093,1,,,27.9,,Not Available,2014 2015 2016,3463712.02,65.95034311,101.6,0,-35.649657,Mixed Use Property,,,
Brewery Lofts,Yes,Residential,251 Heath St Pub,02130,86900,60.7,81,,Multifamily Housing,1000,355,4.1,5278890,0.32,0.68,,38.4,,1001480000,2015 2016,9073356.132,104.411463,101.6,0.026927,2.811463,Multifamily Housing,,,
Brickpoint Properties Inc.,Yes,Office,15 Court Square,02108,81986,51.9,96,,Office,1911,320.8,3.9,4257368,0.51,0.49,,3.8,,0302866000,2014 2015 2016,9008164.951,109.8744292,,0,2.811463,Office,,,
Bright Hockey Center,Yes,Public Assembly,67 North Harvard Street,02134,131386,115.4,Not Available,,Ice Rink,1978,1130.5,8.6,15164085,0.36,0.22,0.42,5.8,,2200533000,2014 2015 2016,28287084.16,215.2975519,101.6,0.528095,113.697552,Ice/Curling Rink,,,
